VESSEL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,FLAG,OWNERSHIP,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,DESTINATION,Unnamed: 13,Unnamed: 14
Yue Hai,9109926,Bulk Carrier,26063,1996,Panama,China Ocean Shipping (Group) Company (COSCO) ,China,COSCO (Cayman) Fortune Holding Company Limited ,Yuehai Shipping Incorporated ,Panama,2016-06-02 00:00:00,Jiangyin,China,2016-06-22 00:00:00
Lian Fu Star,9075539,Bulk Carrier,36559,1994,Panama,China Shipping (Group) Company  ,China,China Shipping (Group) Company  ,Carry Well Shipping Limited  ,Panama,2016-04-21 00:00:00,Chittagong,Bangladesh,2016-05-21 00:00:00
Fengi,9041019,Bulk Carrier,38679,1994,Panama,Fengli Group Company Limited ,China,Glory Asia Ocean Shipping Limited ,Tatiana Investments Limited ,Panama,2016-10-02 00:00:00,Gadani,Pakistan,2016-10-13 00:00:00
Everglory,8512889,Bulk Carrier,36987,1988,Panama,Fujian Hengfeng Shipping Company ,China,Fujian Hengfeng Shipping Company ,Hong Kong Everglory Shipping Limited ,Hong Kong,2015-12-17 00:00:00,Alang,India,2016-01-15 00:00:00
Evertop,9046904,Bulk Carrier,36560,1993,Panama,Fujian Hengfeng Shipping Company ,China,Fujian Hengfeng Shipping Company ,Charm Faith Shipping Limited ,Hong Kong,2016-01-28 00:00:00,Alang,India,2016-03-06 00:00:00
Zheng Bang,9086057,Bulk Carrier,39385,1996,Panama,Fujian Ocean Shipping Company Limited (FOSCO) ,China,Fujian Ocean Shipping Company Limited (FOSCO) ,Zheng Bang Shipping Group Limited ,Hong Kong,2016-03-20 00:00:00,Chittagong,Bangladesh,2016-03-30 00:00:00
Zheng Tai,9118666,Bulk Carrier,38852,1996,Panama,Fujian Ocean Shipping Company Limited (FOSCO)  ,China,Fujian Ocean Shipping Company Limited (FOSCO)  ,Zheng Tong Shipping Group Limited  ,Hong Kong,2016-03-25 00:00:00,Chittagong,Bangladesh,2016-04-08 00:00:00
Seward,8400232,Bulk Carrier,16605,1985,Panama,Greatsources Shipping Consultants Limited ,China,Greatsources Shipping Consultants Limited ,Seward Shipping Company Limited ,Panama,2016-03-09 00:00:00,Alang,India,2016-03-11 00:00:00
Sino 6,9077111,Combined Bulk And Oil Carrier,45593,1994,Panama,Guangzhou Kuifenghang Shipping Company Limited ,China,Guangzhou Kuifenghang Shipping Company Limited ,Hongkong De Feng Shipping Limited ,Hong Kong,2016-10-26 00:00:00,Gadani,Pakistan,2016-11-19 00:00:00
Sino 3,8812722,Bulk Carrier,17061,1989,Panama,Guangzhou Kuifenghang Shipping Company Limited  ,China,Guangzhou Kuifenghang Shipping Company Limited  ,Hong Kong Sino 3 Shipping Limited  ,Hong Kong,2016-05-19 00:00:00,Chittagong,Bangladesh,2016-08-05 00:00:00
Rui Fu,8507755,Bulk Carrier,14868,1985,Panama,Guangzhou Seaway International Ship Management Company ,China,Guangzhou Seaway International Ship Management Company ,Robust Yields Limited  ,Panama,2016-05-12 00:00:00,Chittagong,Bangladesh,2016-07-23 00:00:00
Amovita,8309024,Bulk Carrier,22145,1986,Panama,Harmony Growing Ship Management Company Limited ,China,Harmony Growing Ship Management Company Limited ,Amovita Shipping Limited,China,2016-01-28 00:00:00,Alang,India,2016-02-12 00:00:00
Ocean Fortune,8307533,Bulk Carrier,19035,1986,Panama,Hengfa Shipping Incorporated  ,China,Hengfa Shipping Incorporated  ,Ocean Glory International Shipping Limited  ,Panama,2016-04-07 00:00:00,Chittagong,Bangladesh,2016-04-23 00:00:00
An Fu Star,9087855,Bulk Carrier,35879,1994,Panama,Hong Da International Group Holdings Company Limited  ,China,Jiuzhou Shipping Company Limited  ,Big Star Shipping Limited  ,Hong Kong,2016-07-12 00:00:00,Chittagong,Bangladesh,2016-07-24 00:00:00
Xinshang,8307777,Bulk Carrier,24111,1985,Panama,Hong Kong Shun Xin Marine Limited ,China,Hong Kong Shun Xin Marine Limited ,Hongkong Xinda Shipping Limited ,Hong Kong,2015-12-10 00:00:00,Chittagong,Bangladesh,2016-01-31 00:00:00
Elite,9083548,Bulk Carrier,39385,1996,Panama,Hong Sheng Da Shipmanagement Private Limited ,China,Hong Sheng Da Shipmanagement Private Limited ,Xing Tong Da Shipping Limited ,Panama,2016-01-20 00:00:00,Chittagong,Bangladesh,2016-02-15 00:00:00
Xing Min Da,8901107,Bulk Carrier,36573,1990,Panama,Hong Sheng Da Shipmanagement Private Limited  ,China,Hong Sheng Da Shipmanagement Private Limited  ,Aurora International Bulk Chartering Limited ,Hong Kong,2016-04-07 00:00:00,Chittagong,Bangladesh,2016-05-09 00:00:00
Moonvazs,8209004,Bulk Carrier,13800,1983,Panama,Jiangsu Far East Shipping Company Limited  ,China,Jiangsu Far East Shipping Company Limited  ,JSM Overseas (St.Vincent) Limited  ,St. Vincent & Grenadines,2016-07-28 00:00:00,Chittagong,Bangladesh,2016-08-09 00:00:00
Venuzs,8217219,General Cargo,13397,1983,Panama,Jiangsu Far East Shipping Company Limited  ,China,Jiangsu Far East Shipping Company Limited  ,Venuzs Shipping Limited  ,St. Vincent & Grenadines,2016-04-18 00:00:00,Chittagong,Bangladesh,2016-04-27 00:00:00
Jimei Jinhao,9059963,Bulk Carrier,37550,1993,Panama,Mentor Pacific Limited  ,China,Mentor Pacific Limited  ,Golden Hero Shipping Limited  ,Hong Kong,2016-04-08 00:00:00,Alang,India,2016-05-14 00:00:00
Xiang Rui Men,8712491,General Cargo With Container Capacity,15520,1989,Panama,Nanjing Ocean Shipping Company Limited  ,China,Nanjing Ocean Shipping Company Limited  ,NYD Shipping Incorporated  ,Panama,2016-04-28 00:00:00,Chittagong,Bangladesh,2016-05-26 00:00:00
Nemo 1,8103298,Bulk Carrier,22385,1983,Panama,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited ,China,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited ,Ningbo Economic & Technological Development Zone Longsheng Shipping Company Limited ,China,2015-11-27 00:00:00,Chittagong,Bangladesh,2016-01-10 00:00:00
Generous,8130124,Bulk Carrier,11285,1983,Panama,Ningbo FTZ Cosnavi International Shipping Management Company Limited  ,China,Ningbo FTZ Cosnavi International Shipping Management Company Limited  ,YKJ Shipping Company Limited  ,Marshall Islands,2016-04-10 00:00:00,Chittagong,Bangladesh,2016-04-26 00:00:00
Best Honor,9035632,Bulk Carrier,26897,1992,Panama,Ocean Faith Shipping Company Limited  ,China,Ocean Faith Shipping Company Limited  ,Best Honor International Shipping  ,Hong Kong,2016-05-02 00:00:00,Chittagong,Bangladesh,2016-05-20 00:00:00
Wise I,9074523,Bulk Carrier,77211,1995,Panama,Qingdao Fulon International Ship Management Company Limited  ,China,Qingdao Fulon International Ship Management Company Limited  ,Wise Energy Equipment Company Limited  ,Hong Kong,2016-04-16 00:00:00,Gadani,Pakistan,2016-05-12 00:00:00
Huitai,9135640,Bulk Carrier,75722,1996,Panama,Qingdao Huiquan Shipping Company ,China,Qingdao Huiquan Shipping Company ,South Celebration Shipping Incorporated ,Panama,2016-02-25 00:00:00,Chittagong,Bangladesh,2016-03-25 00:00:00
Hui Hong II,9170286,Bulk Carrier,36356,1998,Panama,Qingdao Huiquan Shipping Company ,China,Qingdao Huiquan Shipping Company ,Hui Hong Shipping Corporation ,Hong Kong,2015-12-29 00:00:00,Alang,India,2016-01-18 00:00:00
Confidence Ocean,9145994,Bulk Carrier,26586,1996,Panama,Qingdao Huiquan Shipping Company  ,China,Qingdao Huiquan Shipping Company  ,Confidence Ocean Shipping Corporation  ,Panama,2016-05-12 00:00:00,Chittagong,Bangladesh,2016-05-13 00:00:00
Seacon Pride,9074016,Bulk Carrier,35884,1993,Panama,Seacon Star Group Limited ,China,Seacon Ships Management Company Limited ,Seacon Pride Limited ,Marshall Islands,2016-02-08 00:00:00,Alang,India,2016-02-26 00:00:00
Fenghuang Shan,9137624,Bulk Carrier,38995,1997,Panama,Shanghai Shenyue Ship Management Company ,China,Shanghai Shenyue Ship Management Company ,Fujian Fenghuang International Shipping Company Limited ,China,2016-02-12 00:00:00,Chittagong,Bangladesh,2016-02-22 00:00:00
Kinda,8217697,Bulk Carrier,20866,1984,Panama,Shenzhen Da Xi Marine Shipping Company Limited  ,China,Shenzhen Da Xi Marine Shipping Company Limited  ,Tong Da Maritime Limited  ,Hong Kong,2016-04-14 00:00:00,Chittagong,Bangladesh,2016-06-13 00:00:00
Universe Forest,8323850,Bulk Carrier,13881,1984,Panama,Shenzhen Shenyue Marine Company  ,China,Shenzhen Shenyue Marine Company  ,Universe Forest Shipping Company Limited  ,Vietnam,2016-03-25 00:00:00,Alang,India,2016-04-13 00:00:00
Shun Kang ,8811376,Bulk Carrier,38337,1990,Panama,Shunkang Shipping (Hong Kong) Limited  ,China,Shunkang Shipping (Hong Kong) Limited  ,Shunkang Shipping (Hong Kong) Limited  ,China,2016-05-10 00:00:00,Chittagong,Bangladesh,2016-05-28 00:00:00
Pearl,8415627,Fully Cellular Containership,10246,1985,Sierra Leone,Xixiakou Group Company Limited ,China,Xixiakou Group Company Limited ,Dongtai Shipping (HK) Company Limited ,Hong Kong,2016-01-15 00:00:00,Alang,India,2016-02-13 00:00:00
COS Cherry,9117404,Bulk Carrier,26759,1996,Singapore,China COSCO Shipping Corporation Limited ,China,COSCO (Singapore) Private Limited ,COSCO (Singapore) Private Limited ,Singapore,2016-10-20 00:00:00,Zhoushan,China,2016-10-26 00:00:00
Fortune Star,7926928,Bulk Carrier,9575,1980,St. Kitts-Nevis,Fujian Mainstar Shipping Limited ,China,Fujian Mainstar Shipping Limited ,Sparkle Tone HK Limited ,Hong Kong,2016-01-04 00:00:00,Chittagong,Bangladesh,2016-01-11 00:00:00
Hong Tiger,8716083,General Cargo,23207,1989,St. Vincent & Grenadines,Hongyuan Marine Company Limited ,China,Hongyuan Marine Company Limited ,Hong Tiger Shipping Company Limited ,St. Vincent & Grenadines,2016-12-13 00:00:00,Alang,India,2016-12-30 00:00:00
Bao Heng,8706179,Bulk Carrier,24496,1988,St. Vincent & Grenadines,HTM Shipping Company Limited  ,China,Baoyuan International Company Limited  ,Bao Heng Shipping Company Limited  ,St. Vincent & Grenadines,2016-05-02 00:00:00,Gadani,Pakistan,2016-05-12 00:00:00
Bao Yue,8706181,Bulk Carrier,24496,1989,St. Vincent & Grenadines,HTM Shipping Company Limited  ,China,Baoyuan International Company Limited  ,Baoyue Shipping Company Limited  ,St. Vincent & Grenadines,2016-08-26 00:00:00,Gadani,Pakistan,2016-09-05 00:00:00
King Spirit,8404903,General Cargo,23275,1986,St. Vincent & Grenadines,Nanjing King Ship Management Company Limited ,China,Nanjing King Ship Management Company Limited ,King Phenix Shipping Company Limited ,St. Vincent & Grenadines,2016-03-31 00:00:00,Alang,India,2016-04-25 00:00:00
King Fortune,8503046,General Cargo With Container Capacity,17101,1987,St. Vincent & Grenadines,Nanjing King Ship Management Company Limited ,China,Nanjing King Ship Management Company Limited ,Ning Hang Shipping & Enterprise Company Limited ,China,2016-10-13 00:00:00,Alang,India,2016-11-02 00:00:00
King Pride,8404898,Bulk Carrier With Container Capacity,23275,1986,St. Vincent & Grenadines,Nanjing King Ship Management Company Limited  ,China,Nanjing King Ship Management Company Limited  ,King Pride Shipping Company Limited  ,St. Vincent & Grenadines,2016-03-31 00:00:00,Alang,India,2016-05-05 00:00:00
King Phenix,8325597,Bulk Carrier With Container Capacity,23275,1986,St. Vincent & Grenadines,Nanjing King Ship Management Company Limited  ,China,Nanjing King Ship Management Company Limited  ,King Spirit Shipping Company Limited  ,St. Vincent & Grenadines,2016-07-10 00:00:00,Gadani,Pakistan,2016-07-18 00:00:00
King Spitit,8404903,General Cargo,23275,1986,St. Vincent & Grenadines,Nanjing King Ship Management Company Limited  ,China,Nanjing King Ship Management Company Limited  ,King Phenix Shipping Company Limited  ,St. Vincent & Grenadines,2016-03-31 00:00:00,Alang,India,2016-04-26 00:00:00
King Diamond,8412900,General Cargo,15350,1985,St. Vincent & Grenadines,Nanjing King Ship Management Company Limited  ,China,Nanjing King Ship Management Company Limited  ,King Diamond Shipping Company Limited  ,St. Vincent & Grenadines,2016-07-18 00:00:00,Gadani,Pakistan,2016-07-21 00:00:00
Smart Sail,8315152,General Cargo With Container Capacity,13982,1986,St. Vincent & Grenadines,Tranvast Shipping Company Limited ,China,Tranvast Shipping Company Limited ,Smart Sail Limited ,British Virgin Islands,2016-12-07 00:00:00,Alang,India,2016-12-15 00:00:00
Ocean Pearl,8401250,Bulk Carrier,14031,1985,Cook Islands,Sun Seas Shipping Company Limited ,Cook Islands,Sun Seas Shipping Company Limited ,Ocean Pearl Maritime Limited ,Liberia,2016-02-05 00:00:00,Alang,India,2016-02-20 00:00:00
Zagreb I,7942037,Drill Platform,10091,1977,Liberia,INA-Industrija Nafte-NAFTAPLIN ,Croatia,INA-Industrija Nafte-NAFTAPLIN ,Nordic Shipping Limited ,Liberia,2016-10-26 00:00:00,Aliaga,Turkey,2016-11-03 00:00:00
Aqua Pearl,7909865,General Cargo With Container Capacity,27069,1981,Bahamas,SMT Shipping (Cyprus) Limited ,Cyprus,SMT Shipping (Cyprus) Limited ,Aqua Pearl Shipping Limited ,Marshall Islands,2016-02-29 00:00:00,Alang,India,2016-03-08 00:00:00
Balboa Pearl,8400634,General Cargo With Container Capacity,28005,1986,Bahamas,SMT Shipping (Cyprus) Limited ,Cyprus,SMT Shipping (Cyprus) Limited ,Balboa Pearl Shipping Company Limited ,Marshall Islands,2016-02-25 00:00:00,Alang,India,2016-03-08 00:00:00
Caribe Pearl ,8302181,General Cargo With Container Capacity,27012,1986,Bahamas,SMT Shipping (Cyprus) Limited  ,Cyprus,SMT Shipping (Cyprus) Limited  ,Caribe Pearl Shipping Company Limited ,Marshall Islands,2016-03-29 00:00:00,Alang,India,2016-04-12 00:00:00
Bahamas Pearl ,8324373,General Cargo With Container Capacity,27470,1985,Bahamas,SMT Shipping (Cyprus) Limited  ,Cyprus,SMT Shipping (Cyprus) Limited  ,Bahamas Pearl Shipping Company Limited  ,Bahamas,2016-06-02 00:00:00,Alang,India,2016-06-21 00:00:00
Kholmsk,8502573,Bulk Carrier,21460,1988,Belize,Sadent Shipping Limited  ,Cyprus,Sadent Shipping Limited  ,Sadent Marine Limited  ,Cyprus,2016-01-27 00:00:00,Chittagong,Bangladesh,2016-05-02 00:00:00
Victoria R.,8502561,Bulk Carrier,21437,1988,Belize,Sadent Shipping Limited  ,Cyprus,Sadent Shipping Limited  ,World Shipping Limited  ,Belize,2016-06-23 00:00:00,Alang,India,2016-07-09 00:00:00
Star Fighter,7711139,Passenger Ro/Ro,8097,1978,Cyprus,Sheroudo Shipping Company Limited ,Cyprus,Sheroudo Shipping Company Limited ,Sheroudo Shipping Company Limited ,Cyprus,2016-11-26 00:00:00,Alang,India,2016-12-06 00:00:00
Badri Prasad,8903284,Bulk Carrier,77182,1990,India,Essar Group  ,Cyprus,Essar Shipping Limited  ,Essar Shipping Limited  ,India,2016-05-05 00:00:00,Gadani,Pakistan,2016-08-13 00:00:00
Maersk Chancellor,8401975,Tug/Supply,2887,1986,Canada, A.P. Moller-Maersk Group ,Denmark,Maersk Supply Service A/S ,The Maersk Company (Canada) Limited ,Canada,2016-11-02 00:00:00,Aliaga,Turkey,2016-11-07 00:00:00
Maersk Beater,9144342,Anchor Handling Tug/Supply,4363,1997,Denmark, A.P. Moller-Maersk Group ,Denmark,Maersk Supply Service A/S ,Maersk Supply Service UK Limited ,United Kingdom,2016-11-02 00:00:00,Aliaga,Turkey,2016-11-07 00:00:00
Pioneer Atlantic,9057458,Bulk Carrier,37978,1998,Hong Kong,Investeringsgruppen Danmark A/S  ,Denmark,ID Shipping A/S ,K/S Danskib 81  ,Denmark,2016-04-07 00:00:00,Chittagong,Bangladesh,2016-05-24 00:00:00
Maersk Wyoming,9105932,Fully Cellular Containership,50698,1996,Palau,A.P. Moller-Maersk Group  ,Denmark,Maersk Line Limited  ,Maersk Line Limited  ,United States of America,2016-05-12 00:00:00,Alang,India,2016-05-24 00:00:00
Maersk Georgia,9155119,Fully Cellular Containership,50698,1997,Palau,A.P. Moller-Maersk Group  ,Denmark,Maersk Line A/S  ,Maersk Shipping Hong Kong Limited  ,Hong Kong,2016-05-12 00:00:00,Alang,India,2016-06-07 00:00:00
SSG Edward A.Carter Jr.,8212673,Fully Cellular Containership,57075,1985,United States of America,A.P. Moller-Maersk Group ,Denmark,Maersk Line Limited ,Maersk Line Limited ,United States of America,2016-04-14 00:00:00,Aliaga,Turkey,2016-05-11 00:00:00
Egy Pride,8225333,General Cargo With Container Capacity,4967,1985,Egypt,Mahoney Shipping & Marine Services Company ,Egypt,Mahoney Shipping & Marine Services Company ,Egyptian Feeder Services Limited  ,Egypt,2016-06-10 00:00:00,Aliaga,Turkey,2016-06-22 00:00:00
Sama,7642584,General Cargo With Container Capacity,2136,1977,Panama,El Moez Maritime Company ,Egypt,El Moez Maritime Company ,Success Shipping Company ,Egypt,2016-11-10 00:00:00,Aliaga,Turkey,2016-11-14 00:00:00
Orca K.,7429918,Bulk Carrier,7265,1975,Panama,Moon Shipping Company ,Egypt,Moon Shipping Company ,Moon Joy Shipping Company Limited ,Egypt,2016-02-12 00:00:00,Alang,India,2016-03-13 00:00:00
Padma,8302193,General Cargo With Container Capacity,11558,1986,Comoros,Ethiopian Shipping and Logistics Service Enterprise ,Ethiopia,Ethiopian Shipping and Logistics Service Enterprise ,Ethiopian Shipping and Logistics Service Enterprise ,Ethiopia,2016-01-07 00:00:00,Alang,India,2016-01-12 00:00:00
Tika,8819122,General Cargo With Container Capacity,13651,1990,Comoros,Ethiopian Shipping and Logistics Service Enterprise ,Ethiopia,Ethiopian Shipping and Logistics Service Enterprise ,Ethiopian Shipping and Logistics Service Enterprise ,Ethiopia,2016-01-02 00:00:00,Gadani,Pakistan,2016-02-10 00:00:00
Saint Roch,7724306,Roll On Roll Off,31007,1980,Bahamas,CMA CGM S.A.  ,France,SCAC Delmas Vieljeux  ,SCAC Delmas Vieljeux  ,France,2016-05-19 00:00:00,Alang,India,2016-07-07 00:00:00
Orelia,8208854,Support,7260,1984,Marshall Islands,Technip S.A. ,France,Technip UK Limited ,Technip UK Limited ,United Kingdom,2016-12-15 00:00:00,Aliaga,Turkey,2016-12-21 00:00:00
Impala,9134646,Fully Cellular Containership,16803,1996,Palau,CMA CGM S.A. ,France,CMA CGM S.A. ,CMA CGM S.A. ,France,2016-09-22 00:00:00,Alang,India,2016-10-15 00:00:00
Baghira,9114270,Fully Cellular Containership,6246,1998,Antigua & Barbuda,AEWS Shipping GmbH & Company KG ,Germany,AEWS Shipping GmbH & Company KG ,ms Baghira Schiffahrt GmbH & Company KG ,Germany,2016-11-07 00:00:00,Aliaga,Turkey,2016-11-17 00:00:00
Commodore,9228552,Fully Cellular Containership,30047,2001,Antigua & Barbuda,Reederei Gebruder Winter GmbH & Company KG,Germany,Reederei Gebruder Winter GmbH & Company KG,ms Commodore Gebruder Winter Bereederungsges. mbH & Company KG ,Germany,2016-01-07 00:00:00,Alang,India,2016-01-23 00:00:00
Columba,9143233,Fully Cellular Containership,23897,1998,Antigua & Barbuda,Reederei Gebruder Winter GmbH & Company KG,Germany,Reederei Gebruder Winter GmbH & Company KG,ms Columba Gebr. Winter Schiffahrtsges. mbH & Company KG ,Germany,2016-02-05 00:00:00,Alang,India,2016-02-14 00:00:00
Classica,9143245,Fully Cellular Containership,23897,1998,Antigua & Barbuda,Reederei Gebruder Winter GmbH & Company KG ,Germany,Reederei Gebruder Winter GmbH & Company KG ,ms Classica Gebruder Winter Schiffahrtsges.mbH & Company KG ,Germany,2016-05-19 00:00:00,Alang,India,2016-05-24 00:00:00
Dir,9127784,Fully Cellular Containership,21199,1997,Comoros,Alpha Ship GmbH & Company KG  ,Germany,Alpha Shipmanagement GmbH & Company KG  ,Alpha Ship GmbH & Company KG ms Nadir  ,Marshall Islands,2016-08-28 00:00:00,Alang,India,2016-09-17 00:00:00
Gold,9247948,Fully Cellular Containership,35589,2002,Comoros,Bernhard Schulte Group of Companies  ,Germany,Bernhard Schulte Shipmanagement (Deutschland) & Company KG  ,Arnold Maritime Limited  ,Liberia,2016-03-11 00:00:00,Chittagong,Bangladesh,2016-05-10 00:00:00
Uma,9248150,Fully Cellular Containership,65918,2003,Comoros,Conti Holding GmbH & Company KG ,Germany,NSB Niederelbe Schiffahrtsgesellschaft mbH & Company KG ,Conti Madrid (M.I.) Shipping Limited ,Marshall Islands,2016-11-03 00:00:00,Gadani,Pakistan,2016-11-30 00:00:00
Portugal-1,9147083,Fully Cellular Containership,53324,1998,Comoros,F. Laeisz Schiffahrtsges.mbH & Company ,Germany,Reederei F.Laeisz GmbH  ,Beteiligungs KG ms Portugal Schiffahrtsges. mbH & Company ,Germany,2016-04-14 00:00:00,Chittagong,Bangladesh,2016-07-11 00:00:00
Phong,9141273,Fully Cellular Containership,53324,1997,Comoros,F. Laeisz Schiffahrtsges.mbH & Company ,Germany,Reederei F.Laeisz GmbH  ,Beteiligungs KG ms Portugal Schiffahrtsges. mbH & Company ,Germany,2016-06-12 00:00:00,Chittagong,Bangladesh,2016-07-13 00:00:00
