VESSEL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,FLAG,Unnamed: 7,NAME,OWNERSHIP,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,DESTINATION,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
STAR GRAN,8420799,Open Hatch Cargo Ship,27192,10600,1986,Norway,,,Grieg Star AS,Norway,G2 Ocean AS,Grieg International II,Norway,Aliaga,Turkey,2019-02-01 00:00:00,,
STAR FUJI,8309830,Open Hatch Cargo Ship,25345,10000,1985,Norway,,,Grieg Star AS,Norway,G2 Ocean AS,Grieg International II,Norway,Aliaga,Turkey,2019-08-01 00:00:00,,
PANTRADER,5330826,Depot Ship,1807,,1958,Panama,,,Hagens Rederi,Norway,COB Line International AS,Globetrotter SA,Panama,Klaipeda,Lithuania,2019-01-01 00:00:00,,
VENTURER,8510673,Research Survey Vessel,3935,,1986,Norway,,CGG Venturer,Hoyland Offshore AS,Norway,CGG SA,Ostervold Seismikk AS,Norway,Aliaga,Turkey,2019-04-01 00:00:00,,
SKS TIETE,9172650,Bulk/Oil Carrier (OBO),63515,18438,1999,Bahamas,,,KGJS AS,Norway,SKS Tankers Holding AS,SKS Shipowning II AS,Norway,Alang,India,2019-04-01 00:00:00,,
SKS TANARO,9172662,Bulk/Oil Carrier (OBO),63515,18438,1999,Bahamas,Norway,,KGJS AS,Norway,Unknown,SKS Shipowning I AS,Norway,Alang,India,2019-04-01 00:00:00,,
DAN EAGLE,9183609,Shuttle Tanker,28448,9582,1999,Denmark (Dis),,Freja Pacific,Knutsen OAS Shipping AS,Norway,Knot Management Denmark A/S,Knot Shuttle Tankers 22 AS,Norway,Aliaga,Turkey,2019-08-01 00:00:00,,
MAMMUTKRANA III,7829869,Sheerlegs Pontoon,590,,1968,Norway,,,Neptun AS,Norway,Bukser og Berging AS,Bukser og Berging AS,Norway,Stokksund,Norway,2019-10-01 00:00:00,,
NORTHWEST SEARCHER,8211904,Research Survey Vessel,4348,,1983,Panama,,,Northwest Management AS,Norway,Northwest Management AS,Northwest Searcher AS,Norway,Esbjerg,Denmark,2019-02-01 00:00:00,,
EIRIK RAUDE,8765266,"Drilling Rig, semi Submersible",36898,53393,2003,Bahamas,,,Ocean Rig AS,Norway,Ocean Rig AS,Ocean Rig 2 Inc,Marshall Islands,Aliaga,Turkey,2019-06-01 00:00:00,,
MUNIN EXPLORER,8915782,Research Survey Vessel,2387,1405,1990,Cyprus,,,Ordinat Holding AS,Norway,Ocean Venture AS,Ordinat Shipping AS,Norway,Esbjerg,Denmark,2019-08-01 00:00:00,,
RAMFORM CHALLENGER,9141455,Research Survey Vessel,9209,,1996,Bahamas,,,PGS ASA,Norway,Petroleum Geo-Services Asia,PGS Falcon AS,Norway,Aliaga,Turkey,2019-10-01 00:00:00,,
SVEABULK,7818121,General Cargo Ship,1016,,1979,Norway,,,Seaworks AS,Norway,Seaworks AS,Seaworks AS,Norway,Stokksund,Norway,2019-06-01 00:00:00,,
ALEXITA,9152507,Shuttle Tanker,77440,23780,1998,Panama,,Alexita Spirit,Teekay Corp,Norway,Teekay Shipping Norway AS,Alexita Spirit LLC,Marshall Islands,Alang,India,2019-05-01 00:00:00,,
ANDAL,8211899,Passenger/Ro-Ro Ship (Vehicles),1132,1114,1983,Norway,,Brandal,Torghatten ASA,Norway,Torghatten Trafikkselskap AS,Torghatten Trafikkselskap AS,Norway,Stokksund,Norway,2019-05-01 00:00:00,,
MOAWIN,4902505,Replenishment Tanker,12451,7009,1964,Pakistan,,,Pakistan Govt,Pakistan,Pakistan Govt Navy,Pakistan Govt Navy,Pakistan,Gadani,Pakistan,2019-04-01 00:00:00,,
BALTIC PRINCE,8813594,Refrigerated Cargo Ship,10394,6245,1990,St Vincent & The Grenadines,,,Freeport Global SA,Panama,Baltic Reefers Ltd,Freeport Global SA,Panama,Chittagong,Bangladesh,2019-05-01 00:00:00,,
SKY,7402922,Drilling Ship,10848,8037,1977,Comoros,Belize,,Turasoria S.A.,Panama,Unknown,Unknown,Unknown,Chittagong,Bangladesh,2019-06-01 00:00:00,,
NAVIMAX 1,8206624,LPG Tanker,2680,1963,1984,Peru,,,Navimax SA,Peru,Navimax SA,Navimax SA,Peru,Unknown,Unknown,2019-11-01 00:00:00,,
CNP ILO,9117662,Container Ship,11987,5643,1995,Peru,,,Peruano Naviero,Peru,Peruano Naviero,Peruano Naviero,Peru,Alang,India,2019-01-01 00:00:00,,
CNP PAITA,9144160,Container Ship (Fully Cellular),16801,7788,1998,Peru,,,Peruano Naviero,Peru,Hapag-Lloyd AG,Peruano Naviero,Peru,Alang,India,2019-04-01 00:00:00,,
MAREGAS,9007087,Liquefied Gas Tanker,4200,2457,1991,Panama,,,Transgas Shipping Lines SAC,Peru,Transgas Shipping Lines SAC,Rye Central Investments SA,Panama,Chittagong,Bangladesh,2019-01-01 00:00:00,,
WEST OCEAN 21,9141948,General Cargo Ship,3593,2769,1996,Philippines,,,Gothong Southern Shpg Lines,Philippines,Gothong Southern Shpg Lines,Gothong Southern Shpg Lines,Philippines,Chittagong,Bangladesh,2019-12-01 00:00:00,,
WEST OCEAN 5,7633583,General Cargo Ship,3299,1956,1979,Philippines,,,Jensen Shipping Corp,Philippines,Key West Shipping Line Corp,Key West Shipping Line Corp,Philippines,Chittagong,Bangladesh,2019-06-01 00:00:00,,
WEST OCEAN 91,7817945,Tug,1449,1470,1979,Philippines,,,Malayan Towage,Philippines,Malayan Towage,Malayan Towage,Philippines,Chittagong,Bangladesh,2019-12-01 00:00:00,,
RORA,9187497,Molten Sulphur Tanker,16454,7645,2000,Palau,Marshall Islands,Aurora,Polska Zegluga Morska PP,Poland,Polska Zegluga Morska PP,Aurora Chemicals Ltd,Bahamas,Alang,India,2019-11-01 00:00:00,,
GYPSUMCO,7614707,General Cargo Ship,1991,1148,1977,Tanzania (Zanzibar),,,Manufacturer Engineering,Qatar,Tek Management Corp,Tala Maritime Corp,Panama,Gadani,Pakistan,2019-09-01 00:00:00,,
SNOW WHITE,7422180,General Cargo Ship,2791,,1975,Togo,,,Johar Group of Companies,Romania,Trust Maritime Srl,Egynile Maritime Shipping Co,Liberia,Aliaga,Turkey,2019-06-01 00:00:00,,
GLORIA,8767630,"Drilling Rig, jack up",8763,,1976,Romania,,,Petrom SA,Romania,Petrom SA,Petrom SA,Romania,Unknown,Romania,2019-05-01 00:00:00,,
GEROY,7384285,General Cargo,4120,2736,1975,Russia,,,Chukotka Trading Company JSC,Russia,Norfes-Marine Service Co Ltd,Chukotka Trading Company JSC,Russia,Chittagong,Bangladesh,2018-12-01 00:00:00,,
SHUN AN,8834249,Products Tanker,7620,4999,1989,Sierra Leone,Russia,,Eastern Shipping Co Ltd-RUS,Russia,Eastern Shipping Co Ltd-RUS,Eastern Shipping Co Ltd-RUS,Russia,Chittagong,Bangladesh,2019-04-01 00:00:00,,
ABAKAN,8711277,General Cargo Ship,7095,4389,1990,Russia,,,FESCO,Russia,FESCO,FESCO,Russia,Chittagong,Bangladesh,2019-05-01 00:00:00,,
KAPITAN KREMS,7941198,Container Ship (Fully Cellular),5333,4300,1980,Russia,,,FESCO,Russia,FESCO,FESCO,Russia,Chittagong,Bangladesh,2019-06-01 00:00:00,,
SINEGORSK,8711291,General Cargo Ship,7095,4389,1991,Russia,,Fesco Sinegorsk,FESCO,Russia,TK Nord Project LLC,Mintaka Overseas Ltd,British Virgin Islands,Chittagong,Bangladesh,2019-06-01 00:00:00,,
DANA 1,7310973,General Cargo Ship,1494,1015,1973,Moldova,,,Frim JSC,Russia,Frim JSC,ES Ltd,Isle Of Man,Aliaga,Turkey,2019-04-01 00:00:00,,
ALEXANDER K,7521120,Anchor Handling Tug Supply,518,640,1976,Dominica,,,Genbulkmarin,Russia,Genbulkmarin,Multiprima Shipping Co Ltd,Cyprus,Klaipeda,Lithuania,2019-02-01 00:00:00,,
SOLIDAT,7614599,General Cargo Ship,1590,1045,1978,Russia,,,Ladoga Shipping Co Ltd,Russia,Ladoga Shipping Co Ltd,Ladoga Shipping Co Ltd,Russia,Aliaga,Turkey,2019-12-01 00:00:00,,
LIMANSKIY,8423612,Refrigerated Cargo,2418,1666,1985,Russia,,,Lodia LLC,Russia,Lodia LLC,Lodia LLC,Russia,Chittagong,Bangladesh,2018-12-01 00:00:00,,
ALTERSHIP,8814378,General Cargo Ship,3466,2089,1991,Russia,,,Master Shipping JSC,Russia,Master Shipping JSC,Royal Carriers Ltd,Cambodia,Murmansk,Russia,2019-06-01 00:00:00,,
CHARM,8131934,Bulk Carrier,14141,8088,1981,Palau,Russia,,Murmansk Shipping Co,Russia,Murmansk Shipping Co,Murmansk Shipping Co,Russia,Chittagong,Bangladesh,2019-10-01 00:00:00,,
ELITE,7721225,Bulk Carrier,16257,8476,1978,Palau,Russia,,Murmansk Shipping Co,Russia,Murmansk Shipping Co,Murmansk Shipping Co,Russia,Chittagong,Bangladesh,2019-12-01 00:00:00,,
AERONAVT,8225527,Fishing Vessel,4014,3268,1982,Russia,,,Nakhodka Active Fishery,Russia,Nakhodka Active Fishery,Nakhodka Active Fishery,Russia,Nakhodka,Russia,2019-10-01 00:00:00,,
BOGATYR-2,8935990,Crane Vessel,1982,2152,1974,Russia,,,Nakhodka Commercial Sea Port,Russia,Nakhodka Commercial Sea Port,Nakhodka Commercial Sea Port,Russia,Kozmino,Russia,2019-06-01 00:00:00,,
TSEZAR,7922817,Tanker,2597,1862,1980,Togo,Russia,,Nakhodka-Portbunker Co Ltd,Russia,Nakhodka-Portbunker Co Ltd,Nakhodka-Portbunker Co Ltd,Russia,Chittagong,Bangladesh,2019-01-01 00:00:00,,
EAST,7820758,Chemical/Products Tanker,938,938,1978,Russia,,,Nakhodka-Portbunker Co Ltd,Russia,Nakhodka-Portbunker Co Ltd,Nakhodka-Portbunker Co Ltd,Russia,Nakhodka,Russia,2019-02-01 00:00:00,,
VOSTOK,7923665,Products Tanker,5082,3228,1981,Palau,Russia,,Niko Company Limited,Russia,Transneft Co Ltd,Sky Pacific Ltd,Hong Kong   ,Chittagong,Bangladesh,2019-10-01 00:00:00,,
MEKHANIK SEMAKOV,8904393,General Cargo Ship,2489,1556,1991,Russia,,,Northern Shipping Co,Russia,Northern Shipping Co,Northern Shipping Co,Russia,Aliaga,Turkey,2019-08-01 00:00:00,,
ALEKSANDR SIBIRYAKOV,8603377,General Cargo Ship,6395,4174,1989,Russia,,,Northern Shipping Co,Russia,Northern Shipping Co,Shipline One Ltd,Malta,Alang,India,2019-10-01 00:00:00,,
BORISOV,7941631,Fishing Vessel,4347,6967,1980,Russia,,,Okeanrybflot JSC,Russia,Okeanrybflot JSC,Okeanrybflot JSC,Russia,Alang,India,2019-05-01 00:00:00,,
ZENIT,8700228,Refrigerated Cargo,13312,7171,1987,Liberia,,,OOO Baltic Shipping (Baltic Reefers),Russia,Baltic Reefers Ltd,Destiny Int Inc,Panama,Alang,India,2019-03-01 00:00:00,,
PROSTOR,8225632,Fishing Vessel,3983,3270,1982,Russia,,,Pacific Marine JSC,Russia,Pacific Marine JSC,Pacific Marine JSC,Russia,Chittagong,Bangladesh,2019-12-01 00:00:00,,
NADIR,8724389,Fish Carrier,677,719,1987,Russia,,,Paroos Co Ltd,Russia,Paroos Co Ltd,Paroos Co Ltd,Russia,Murmansk,Russia,2019-06-01 00:00:00,,
PARIS VL,8870906,Bunkering Tanker,950,639,1979,Mongolia,Russia,,Pavino Shipping Co Ltd,Russia,Pavino Shipping Co Ltd,Pavino Shipping Co Ltd,Russia,Busan,Korea (South),2019-09-01 00:00:00,,
ORLIK,8326187,Fishing Vessel,1898,,1983,Russia,,,Pionerskiy Ocean Fishing,Russia,Zapmorflot OOO,Zapmorflot OOO,Russia,Njardvik,Iceland,2019-09-01 00:00:00,,
PERSEY,8214396,Roro Cargo,7947,4056,1983,Russia,,,Poseidon-Shipping Co Ltd,Russia,Poseidon-Shipping Co Ltd,Poseidon-Shipping Co Ltd,Russia,Chittagong,Bangladesh,2019-01-01 00:00:00,,
MARTI,6523951,Passenger Ship,657,,1965,Cameroon,Ukraine,,Sevastopol Transport Systems,Russia,Sevastopol Transport Systems,Sevastopol Transport Systems,Russia,Aliaga,Turkey,2019-08-01 00:00:00,,
ST CONFIDENCE,8912869,General Cargo Ship,3972,2462,1993,Russia,,,Sovfracht Joint Stock Company,Russia,Sovfracht JSC,Sovfracht JSC,Russia,Chittagong,Bangladesh,2019-05-01 00:00:00,,
ARASNOE,8859902,Fishing Vessel,743,833,1992,Russia,,,Soyuz JSC,Russia,Asasifish,Soyuz JSC,Russia,Alang,India,2019-09-01 00:00:00,,
TIGR-1,8129618,Products Tanker,5191,3225,1984,Russia,,,Tigr-Oil LLC,Russia,Tigr-Oil LLC,Tigr-Oil LLC,Russia,Chittagong,Bangladesh,2019-10-01 00:00:00,,
ZOLOTO KOLYMY,8212099,Bulk Carrier,17191,7282,1987,Russia,,,Tranzit-DV Group OOO,Russia,North Eastern Shipping Co Ltd,North Eastern Shipping Co Ltd,Russia,Chittagong,Bangladesh,2019-05-01 00:00:00,,
ARROW-I,8227446,General Cargo,933,757,1984,Togo,,Arrow,Triera Company Limited,Russia,Triera Co Ltd,Fister Business Inc,Seychelles,Chittagong,Bangladesh,2019-03-01 00:00:00,,
PROSPERITY,9043122,General Cargo Ship,6459,3439,1997,Unknown,,,Aleph International Ltd Co,Saudi Arabia,Ships Corp SA,Prosperity X SA,Marshall Islands,Aliaga,Turkey,2019-09-01 00:00:00,,
ATBAN,9102253,Crude Oil Tanker,163882,48100,1996,Palau,Saudi Arabia,Watban,BAHRI,Saudi Arabia,Mideast Ship Management Ltd,BAHRI,Saudi Arabia,Chittagong,Bangladesh,2019-09-01 00:00:00,,
JUBAIL,9087025,Chemical/Products Tanker,23196,11049,1996,Saudi Arabia,Norway,,BAHRI,Saudi Arabia,Odfjell Tankers AS,BAHRI,Saudi Arabia,Alang,India,2019-12-01 00:00:00,,
OASIS II,8107713,Tug/Supply Ship (O.R.S.V.),1264,1381,1983,Palau,Panama,,Hadi H Al Hammam Establishment,Saudi Arabia,Arina Offshore DMCC,Hadi H Al Hammam Establishment,Saudi Arabia,Gadani,Pakistan,2019-02-01 00:00:00,,
MAWADDAH,7214521,Passenger/Roro Cargo/Ferry,10164,7252,1972,Saudi Arabia,,,Nesma Holding Co Ltd,Saudi Arabia,Namma Shipping Lines,Namma International Trading,Saudi Arabia,Gadani,Pakistan,2019-01-01 00:00:00,,
AMIL 4,9193604,Tug/Supply Ship (O.R.S.V.),1161,1077,1998,Comoros,Bahrain,Zamil 4,Zamil Group Holding Co,Saudi Arabia,Zamil Offshore Services Co Ltd,Zamil Offshore Services Co Ltd,Saudi Arabia,Alang,India,2019-01-01 00:00:00,,
AMIL 5,9193616,Tug/Supply Ship (O.R.S.V.),1161,1073,1998,Comoros,Bahrain,Zamil 5,Zamil Group Holding Co,Saudi Arabia,Zamil Offshore Services Co Ltd,Zamil Offshore Services Co Ltd,Saudi Arabia,Alang,India,2019-01-01 00:00:00,,
AMIL 3,9139816,Tug/Supply Ship (O.R.S.V.),1282,1273,1997,Comoros,Bahrain,Zamil 3,Zamil Group Holding Co,Saudi Arabia,Zamil Offshore Services Co Ltd,Zamil Offshore Services Co Ltd,Saudi Arabia,Alang,India,2019-01-01 00:00:00,,
AMIL 22,9269441,Supply Launch,701,580,2003,Comoros,Bahrain,Zamil 22,Zamil Group Holding Co,Saudi Arabia,Zamil Offshore Services Co Ltd,Zamil Offshore Services Co Ltd,Saudi Arabia,Alang,India,2019-01-01 00:00:00,,
AMIL 2,9139804,Tug/Supply Ship (O.R.S.V.),1282,1273,1996,Comoros,Bahrain,Zamil 2,Zamil Group Holding Co,Saudi Arabia,Zamil Offshore Services Co Ltd,Zamil Offshore Services Co Ltd,Saudi Arabia,Alang,India,2019-01-01 00:00:00,,
AMIL 1,9139799,Tug/Supply Ship (O.R.S.V.),1282,1273,1996,Comoros,Bahrain,Zamil 1,Zamil Group Holding Co,Saudi Arabia,Zamil Offshore Services Co Ltd,Zamil Offshore Services Co Ltd,Saudi Arabia,Alang,India,2019-01-01 00:00:00,,
AMIL 6,9188893,Tug/Supply Ship (O.R.S.V.),1267,1307,1998,Comoros,Bahrain,Zamil 6,Zamil Group Holding Co,Saudi Arabia,Zamil Offshore Services Co Ltd,Zamil Offshore Services Co Ltd,Saudi Arabia,Alang,India,2019-01-01 00:00:00,,
AMIL 21,9269439,Supply Launch,701,577,2003,Comoros,Bahrain,Zamil 21,Zamil Group Holding Co,Saudi Arabia,Zamil Offshore Services Co Ltd,Zamil Offshore Services Co Ltd,Saudi Arabia,Alang,India,2019-01-01 00:00:00,,
BOONDOCKS,8872617,General Cargo Ship,2576,,1972,Syria,Tanzania,,"Feru Shipping Company Limited
",Seychelles,Premier Shipping & Trading SA,Feru Shipping Co Ltd,Seychelles,Aliaga,Turkey,2019-05-01 00:00:00,,
FLOR,9116254,Tanker,67524,19456,1996,Palau,Liberia,,Alpha Shipmanagement Pte Ltd,Singapore,Alpha Shipmanagement Pte Ltd,Melor Shipping Inc,Liberia,Chittagong,Bangladesh,2019-02-01 00:00:00,,
BASHUNDHARA-7,8906834,Bulk Carrier,23274,7833,1990,Bangladesh,,,Atro Shipping S Pte Ltd,Singapore,Worldera Ship Management,East West Property Development,Bangladesh,Chittagong,Bangladesh,2019-06-01 00:00:00,,
ANDAMAN,9004243,Container Ship,14865,7050,1993,Palau,Liberia,Andaman Star,Continental Shipping Line Pte,Singapore,Orient Express Lines Inc,Andaman Star Pte Ltd,Liberia,Chittagong,Bangladesh,2019-01-01 00:00:00,,
PATH STAR,9064762,Container Ship,14849,6660,1993,St Kitts & Nevis,Liberia,,Continental Shipping Line Pte,Singapore,Continental Shipping Line Pte,Pathein Star Pte Ltd,Liberia,Chittagong,Bangladesh,2019-01-01 00:00:00,,
ATLA STAR,9138240,Container Ship,18233,7624,1997,St Kitts & Nevis,Liberia,Atlantic Star,Continental Shipping Line Pte,Singapore,X-Press Feeders,Atlantic Star Pte Ltd,Liberia,Chittagong,Bangladesh,2019-01-01 00:00:00,,
SENTOS STAR,9146649,Container Ship,13156,5307,1996,St Kitts & Nevis,Liberia,Sentosa Star,Continental Shipping Line Pte,Singapore,Continental Shipping Line Pte,Sentosa Star Pte Ltd,Liberia,Chittagong,Bangladesh,2019-01-01 00:00:00,,
S EMIRATES,9104902,Container Ship,36606,14323,1995,Palau,Panama,,Dinesh Pandey,Singapore,Orient Express Lines Inc,Balaji Shipping Co SA,Panama,Chittagong,Bangladesh,2019-03-01 00:00:00,,
LILY QUEEN,9111462,Container Ship (Fully Cellular),10749,5732,1995,Liberia,,,Erdinger Shipping Pte Ltd,Singapore,Orient Express Lines Inc,Lily Queen Pte Ltd,Liberia,Chittagong,Bangladesh,2019-10-01 00:00:00,,
NETWORKER,8545599,Cable Layer,2064,1822,1999,Comoros,,,Global Marine Cable Systems,Singapore,Global Marine Cable Systems,Global Marine Cable Systems,Singapore,Chittagong,Bangladesh,2019-05-01 00:00:00,,
JUPITER,9136917,Wood Chips Carrier,31527,7972,1996,Panama,,,Glory Ship Management Pte Ltd,Singapore,Glory Ship Management Pte Ltd,Victory Maritime,Panama,Gadani,Pakistan,2019-08-01 00:00:00,,
COSMIC 11,8514019,Products Tanker,984,,1985,Indonesia,,,Hin Hin Group,Singapore,Nasional Aeromic Pelayaran,Nasional Aeromic Pelayaran,Indonesia,Jakarta,Indonesia,2019-11-01 00:00:00,,
JAPAN,9074391,Container Ship (Fully Cellular),64502,24212,1995,Palau,Singapore,APL Japan,Neptune Orient Lines Ltd,Singapore,APL LLC,APL LLC,United States Of America,Alang,India,2019-06-01 00:00:00,,
INNOVATION,9231107,General Cargo Ship,23132,11697,2002,Gabon,Hong Kong,Yangtze Innovation,New Yangtze Navigation (Holding) Private Limited,Singapore,Libra Seaway Ltd-LIB,Libra Seaway Ltd-LIB,Liberia,Chittagong,Bangladesh,2019-06-01 00:00:00,,
KOTA HARMUNI,9151319,Container Ship,13272,5313,1997,Singapore,,,Pacific International Lines,Singapore,Pacific International Lines,Pacific International Lines,Singapore,Chittagong,Bangladesh,2018-12-01 00:00:00,,
KOTA HASIL,9137129,Container Ship,13272,5312,1996,Singapore,,,Pacific International Lines,Singapore,Pacific International Lines,Pacific International Lines,Singapore,Chittagong,Bangladesh,2019-01-01 00:00:00,,
G2,9208368,Container Ship,19131,8764,2000,Nauru,Singapore,,PSA International Pte Ltd,Singapore,PSA Marine Pte Ltd,PSA Marine Pte Ltd,Singapore,Chittagong,Bangladesh,2019-03-01 00:00:00,,
THERESA SUCCESS,9112753,Chemical/Products Tanker,26218,9453,1996,Unknown,Tuvalu,,Raffles Shipping Corp Pte Ltd,Singapore,Raffles Shipmanagement Serv,Gloria Shipping Co Pte Ltd,Singapore,Chittagong,Bangladesh,2019-09-01 00:00:00,,
CAVALLY,9015852,Tanker,3668,2087,1991,Kiribati,,,Raffles Shipping Corporation Private Limited,Singapore,Raffles Shipmanagement Serv,Cosmo Shipping Ltd,Mauritius,Alang,India,2019-01-01 00:00:00,,
GS GRAND,9020522,Chemical/Products Tanker,7916,3846,1991,St Kitts & Nevis,,,Shipmate Private Limited,Singapore,Shipmate Pte Ltd,Goodluck Marine SA ,Singapore,Chittagong,Bangladesh,2019-12-01 00:00:00,,
RISE,8909355,General Cargo Ship,11982,6635,1989,Panama,,Sai Sunrise,Sunrise Maritime Private Limited,Singapore,Sai Maritime & Management,Sunrise Maritime Pte Ltd,Singapore,Gadani,Pakistan,2019-11-01 00:00:00,,
S AENEAS,9426790,Container Ship (Fully Cellular),54182,22197,2010,Palau,Hong Kong,Aeneas,Synergy Marine Group,Singapore,Hyundai Merchant Marine Co Ltd,Glorious Moment Ltd,"Hong Kong, China",Chittagong,Bangladesh,2019-05-01 00:00:00,,
ADAM MOOSA,9082154,Products Tanker ,1994,1200,1993,Unknown,Niue,,SYR International Oil Trading Private Limited - last but one,Singapore,Agofa International Shipping,Agofa International Shipping,Marshall Islands,Gadani,Pakistan,2019-12-01 00:00:00,,
SW 1,7903287,Chemical/Products Tanker,3521,2053,1979,Mongolia,,,Tan family group of companies,Singapore,Jin Hao Ship Management Co Ltd,Golden Luxury Corp,Belize,Chittagong,Bangladesh,2019-08-01 00:00:00,,
PT PROGRESS,7221770,Products Tanker ,2331,1458,1972,Mongolia,,Ocean Progress,Tan family group of companies,Singapore,Jin Hao Ship Management Co Ltd,Soon Huat Pte Ltd,Singapore,Chittagong,Bangladesh,2019-10-01 00:00:00,,
EASTERN GLORY,8508228,Products Tanker,4565,2970,1986,Mongolia,,,Tan family group of companies,Singapore,Jin Hao Ship Management Co Ltd,Grand Ocean Shipping Line,Panama,Chittagong,Bangladesh,2019-10-01 00:00:00,,
PROGRESS,8130681,Refined Sugar Carrier,32333,11977,1985,Palau,Singapore,Chl Progressor,TNT Shipping & Development,Singapore,CHL Shipping BV,Commodity Handling Pte Ltd,Singapore,Alang,India,2019-12-01 00:00:00,,
THERESA BEGONIA,9078103,Chemical Tanker,4893,2659,1994,Tuvalu,,,Wilmar Ship Holdings Pte Ltd,Singapore,Raffles Shipmanagement Serv,Elena Shipping Co Pte Ltd,Singapore,Alang,India,2019-06-01 00:00:00,,
HERALD,8417601,Bulk Carrier,15502,6200,1986,Palau,,,Zhou Xiaoyan,Singapore,Jipeng Fuzhou Ship Management,Herald Shipping Co  Ltd,Palau,Chittagong,Bangladesh,2019-10-01 00:00:00,,
RIBOR,9290804,Container Ship,42382,18000,2005,Comoros,Liberia,Maribor,Splosna Plovba doo,Slovenia,COSCO Shipping Lines Co Ltd,Genshipping Corp,Liberia,Chittagong,Bangladesh,2019-03-01 00:00:00,,
JAMAL,8814213,Products Tanker,2492,1527,1989,Panama,Comoros,,Sagal Multi - Service Clearance & Forwarding Company,Somalia,Al-Rafedain Shipping & Trading,Al-Rafedain Shipping & Trading,United Arab Emirates,Gadani,Pakistan,2019-12-01 00:00:00,,
INGWENYA,8019289,Trailing Suction Hopper Dredger,3681,3648,1981,South Africa,,,South Africa Govt,South Africa,Portnet Dredging Services,Transnet Ltd,South Africa,Alang,India,2019-12-01 00:00:00,,
PLATTE REEFER,7812098,Refrigerated Cargo Ship,3649,2410,1980,Panama,,,Albacora SA,Spain,Albafrigo SA,COINASA,Panama,Alang,India,2019-08-01 00:00:00,,
ALBACORA DIEZ,7403641,Fishing Vessel,1904,,1977,Panama,,,Albacora SA,Spain,Albafrigo SA,Overseas Tuna Co NV,Curacao,Unknown,Unknown,2019-09-01 00:00:00,,
FLIPPER 3,8606941,Fishing Vessel,1895,1780,1986,Guinea-Bissau,,,Sea Group S.L.,Spain,Silver Seas Resorts SA,Silver Seas Resorts SA,Panama,Las Palmas,Spain,2019-12-01 00:00:00,,
HERAKLE,7725805,Anchor Handling Vessel,1641,1884,1980,Gabon,Malta,Herakles,Marine Group AB,Sweden,Nestor Rederi AB,Milverstone Mentor Ltd,Cyprus,Alang,India,2019-11-01 00:00:00,,
SEAWAY INVINCIBLE,7016644,Standby Safety Vessel,1461,1176,1970,Togo,,,Seaway-Offshore Limited,Sweden,Hallstrom Holdings Pte Ltd,Seaway Invincible Ltd,Dominica,Alang,India,2019-11-01 00:00:00,,
BALTIC BREEZE,8312590,Vehicles Carrier,29979,8791,1983,Singapore,,,Wallenius Lines AB,Sweden,UECC,Wallenius Lines Singapore,Singapore,Aliaga,Turkey,2019-02-01 00:00:00,,
ARABIAN BREEZE,8202355,Vehicles Carrier,29874,11980,1983,Singapore,,,Wallenius Lines AB,Sweden,UECC,Wallenius Lines Singapore,Singapore,Aliaga,Turkey,2019-05-01 00:00:00,,
OCEAN POINT,8709640,Container Ship,27103,11197,1989,St Kitts & Nevis,Panama,,MSC Mediterranean Shipping Co,Switzerland,MSC Mediterranean Shipping Co,Vinsea Holdings SA,Panama,Alang,India,2019-02-01 00:00:00,,
RON,8905878,Container Ship (Fully Cellular),18000,7588,1990,Palau,Panama,MSC Ronit,MSC Mediterranean Shipping Co,Switzerland,MSC Mediterranean Shipping Co,Ronit Compania Naviera SA,Panama,Chittagong,Bangladesh,2019-05-01 00:00:00,,
ABDALKARIM,7702918,General Cargo Ship,1951,1126,1978,Tanzania (Zanzibar),,,Marwan Ahmad Harmoush & Abdulkarim Abdallah Osman,Syria,Transocean Marine,Harmoush/Osman,Syria,Aliaga,Turkey,2019-07-01 00:00:00,,
YUMI,8914532,Products Tanker,27072,9758,1991,Comoros,Taiwan,An Yun,CPC Corp Taiwan,Taiwan,CPC Corp Taiwan,CPC Corp Taiwan,Taiwan,Chittagong,Bangladesh,2019-09-01 00:00:00,,
ELITE GRACE,8408674,Bulk Carrier,5329,2445,1985,Mongolia,,,Elite Navigation Co Ltd,Taiwan,Jui Zong Ship Management Co,Elite Marine Transportation,Panama,Chittagong,Bangladesh,2019-02-01 00:00:00,,
