BO Country ,Beneficial owner of the ship,Name of ship ,IMO  number,Last flag,Next to last,Date of change,Commercial operator,Registered owner,Destination yard,Beaching date,Built in (y),Type of ship,Sub-type of ship,LDT,USD/ton
Germany,F. Laeisz Schiffahrtsges.mbH & Company,Port Said,9082362,Liberia,,,F. Laeisz Schiffahrtsges.mbH & Company,Beteiligungs KG ms Northern Pleasure Schiffahrtsgesellschaft mbH & Company ,"Alang, India",2013-03-27 00:00:00,1994,Container Ship,,,
Germany,Hansa Mare Reederei GmbH & Company KG,Hammonia Adriaticum,9071480,Antigua and Barbuda ,,,Hansa Mare Reederei GmbH & Company KG,Mare Adriaticum Schiffahrtsges. mbH & Company KG ,"Alang, India",2013-12-06 00:00:00,1993,Container Ship,,5103,
Germany,Hanseatic Lloyd Schiffahrt GmbH & Company KG (HLL) ,Baltic,9105918,Comoros,Antigua and Barbuda,2013-03-17 00:00:00,Hanseatic Lloyd Schiffahrt GmbH & Company KG (HLL) ,HLL Baltic Verwaltung Schiffahrts GmbH ,"Alang, India",2013-03-28 00:00:00,1995,Container Ship,,19520,425
Germany,Hapag-Lloyd Aktiengesellschaft ,Altamira Express,8501426,Bermuda ,,,Hapag-Lloyd Aktiengesellschaft ,Hapag-Lloyd Ships Limited ,"Alang, India",2013-09-21 00:00:00,1987,Container Ship,,16809,
Germany,Hapag-Lloyd Aktiengesellschaft,Elona,8406286,Tuvalu ,Bermuda,2013-11-27 00:00:00,Hapag-Lloyd Aktiengesellschaft,Hapag-Lloyd Ships Limited ,"Alang, India",2013-12-06 00:00:00,1987,Container Ship,,16798,
Germany,Hapag-Lloyd Aktiengesellschaft,Exp,8406274,Tuvalu ,Bermuda,2013-12-21 00:00:00,Hapag-Lloyd Aktiengesellschaft,HL-2850 Ships & Operations ,"Alang, India",2013-12-28 00:00:00,1986,Container Ship,,,
Germany,Hapag-Lloyd Aktiengesellschaft,Madrid Express,8406262,Bermuda ,,,Hapag-Lloyd Aktiengesellschaft,Hapag-Lloyd Ships Limited ,"Alang, India",2013-10-04 00:00:00,1986,Container Ship,,,
Germany,Hapag-Lloyd Aktiengesellschaft ,Noa,8501452,Tuvalu,Bermuda,2013-12-20 00:00:00,Hapag-Lloyd Aktiengesellschaft,Hapag Lloyd Ships Limited,"Alang, India",2013-12-29 00:00:00,1988,Container Ship,,,
Germany,Hapag-Lloyd Aktiengesellschaft,Vera,8406298,Togo ,Bermuda,2013-07-05 00:00:00,Hapag-Lloyd Aktiengesellschaft,Hapag-Lloyd Ships Limited ,"Alang, India",2013-07-10 00:00:00,1987,Container Ship,,,
Germany,John T. Essberger GmbH & Company,MSC Agata,8119376,Panama,,,Transocean Shipmanagement GmbH ,Compania Naviera Agata S.A. ,"Alang, India",2013-04-09 00:00:00,1982,Container Ship,,,
Germany,Leonhardt & Blumberg Group,Antic,9112571,Sierra Leone ,Germany,2013-08-14 00:00:00,Leonhardt & Blumberg Schiffahrtsges. mbH & Company ,Schiffahrts Gesellschaft Hansa Atlantic mbH & Company ,"Alang, India",2013-09-07 00:00:00,1996,Container Ship,,19906,
Germany,Leonhardt & Blumberg Group ,Atlantic,9105920,Sierra Leone ,Germany,2013-09-06 00:00:00,Leonhardt & Blumberg Schiffahrtsges. mbH & Company ,Schiffahrts-Gesellschaft Hansa Pacific mbH & Company ,"Alang, India",2013-09-18 00:00:00,1995,Container Ship,,20901,
Germany,Leonhardt & Blumberg Group,King,9151852,Comoros,Germany,2013-01-31 00:00:00,Leonhardt & Blumberg Schiffahrtsges. mbH & Company ,Schiffahrts-Gesellschaft Hansa Trondheim mbH & Company KG ,"Alang, India",2013-02-14 00:00:00,1998,Container Ship,,,
Germany,Leonhardt & Blumberg Group,VSM,9128465,Comoros,Liberia,2013-01-29 00:00:00,Leonhardt & Blumberg Reederei GmbH & Company KG ,Schiffahrts-Gesellschaft Hansa Stavanger mbH & Company ,"Alang, India",2013-02-13 00:00:00,1997,Container Ship,,7314,
Germany,Martime-Gesellschaft fur Maritime Dienstleistungen mbH,Navigator,9101522,Comoros,Liberia,2013-02-07 00:00:00,Martime-Gesellschaft fur Maritime Dienstleistungen mbH ,CTO Gesellschaft fur Container Transport mbH & Company ms Nauplius KG ,"Alang, India",2013-03-15 00:00:00,1995,Container Ship,,,
Germany,Norddeutsche Vermogen Holding GmbH & Company,Northern Happiness,9070759,Liberia ,,,Norddeutsche Vermogensanlage GmbH & Company KG ,"Beteiligungs KG ms Northern Happiness Schiffahrtsges. mbH & Company 
","Alang, India",2013-07-13 00:00:00,1994,Container Ship,,,
Germany,PCE Shipmanagement GmbH & Company,Marc,9060273,Saint Kitts and Nevis,Liberia,2013-11-07 00:00:00,PCE Shipmanagement GmbH & Company,PCE Madeira Schifffahrtsgesellschaft mbH & Company KG ,"Alang, India",2013-12-03 00:00:00,1994,Container Ship,,7000,
Germany,Reederei Claus-Peter Offen (GmbH & Company KG),Vici,9046227,Saint Kitts and Nevis,Liberia,2013-05-24 00:00:00,Reederei Claus-Peter Offen (GmbH & Company KG),KG ms San Vicente Contrans Beteiligungsgesellschaft GmbH & Company ,"Alang, India",2013-06-13 00:00:00,1993,Container Ship,,,
Germany,Reederei Gebruder Winter GmbH & Company KG,Concord,9085314,Antigua and Barbuda,,,Reederei Gebruder Winter GmbH & Company KG,ms Concord Gebr. Winter Verwaltungs Ges. mbH & Company KG ,"Alang, India",2013-02-12 00:00:00,1994,Container Ship,,6900,
Germany,Reederei Karl Schluter GmbH & Company KG,Inke,9122409,Antigua and Barbuda,,,Reederei Karl Schluter GmbH & Company KG,Beteiligungs-KG ms Northern Virtue Schiffahrtsges. mbH & Company ,"Alang, India",2013-05-09 00:00:00,1996,Container Ship,,,
Germany,Reederei Karl Schluter GmbH & Company KG,MSE,9122411,Comoros,Antigua and Barbuda,2013-03-24 00:00:00,Reederei Karl Schluter GmbH & Company KG,Beteiligungs KG ms Northern Valour Schiffahrts GmbH & Company ,"Alang, India",2013-03-28 00:00:00,1996,Container Ship,,,
Germany,Reederei Thomas Schulte GmbH & Company,Francis,9162370,Cyprus ,,,Reederei Thomas Schulte GmbH & Company,Francisca Schulte Shipping GmbH & Company KG ,"Alang, India",2013-05-30 00:00:00,1998,Container Ship,,8713,
Germany,Rickmers Reederei GmbH & Cie KG,Elisabeth,9064774,Saint Kitts and Nevis,Liberia,2013-06-13 00:00:00,Rickmers Reederei GmbH & Cie KG,Schroeder Logistik Investment Fonds GmbH & Company KG ,"Alang, India",2013-07-25 00:00:00,1993,Container Ship,,7060,
Germany,Thien & Heyenga Bereederungs- und Befrachtungsgesellschaft mbH,Seaboxer,9056430,Malta ,,,Thien & Heyenga Bereederungs- und Befrachtungsgesellschaft mbH,Chartsman Shipping Limited ,"Alang, India",2013-10-02 00:00:00,1994,Container Ship,,7590,427
Germany,Dr August Oetker KG,Copacabana,8223000,Brazil ,,,Hamburg Sudamerikanische Dampfschifffahrts-Gesellschaft KG ,Alianca Navegacao e Logistica Limitada & Cia ,"Aliaga, Turkey",2013-07-01 00:00:00,1984,Container Ship,,,
Germany,Dr August Oetker KG ,Flamengo,8223012,Brazil ,,,Hamburg Sudamerikanische Dampfschifffahrts-Gesellschaft KG ,Alianca Navegacao e Logistica Limitada & Cia ,"Aliaga, Turkey",2013-11-01 00:00:00,1985,Container Ship,,,
Germany,F.A. Vinnen & Company GmbH & Company KG,Merkur Bridge,8912766,Liberia ,,,F.A. Vinnen & Company GmbH & Company KG,Schiffahrts-Ges. Merkur Bridge mbH & Company ,China,2013-06-26 00:00:00,1993,Container Ship,,,
Germany,Brise Schiffahrts GmbH,Arnis,8908727,Cyprus,,,Brise Bereederungs GmbH & Company KG ,Africa Star Navigation Company Limited ,"Chittagong, Bangladesh",2013-05-30 00:00:00,1991,Container Ship,,,
Germany,Christian F. Ahrenkiel GmbH & Company KG,Emy,9112909,Saint Kitts and Nevis,Liberia,2013-04-11 00:00:00,Ahrenkiel Shipmanagement GmbH & Company KG ,ms Masovia Schiffahrtsges. mbH & Company KG ,"Chittagong, Bangladesh",2013-04-17 00:00:00,1995,Container Ship,,,
Germany,Conti Holding GmbH & Company KG ,Clara,9071533,Saint Kitts and Nevis,Malta,2013-02-27 00:00:00,Conti Reederei Management GmbH & Company Konzeptions KG ,Conti Neptun Schiffsbeteilungsges. mbH & Company KG ms California Senator ,"Chittagong, Bangladesh",2013-03-05 00:00:00,1994,Container Ship,,,
Germany,Conti Holding GmbH & Company KG ,Pale,9056090,Saint Kitts and Nevis,Germany,2013-05-08 00:00:00,Conti Reederei Management GmbH & Company Konzeptions KG ,Conti Capitano Schiffahrts-GmbH & Company KG ms London Senator ,"Chittagong, Bangladesh",2013-05-17 00:00:00,1994,Container Ship,,12517,
Germany,Conti Holding GmbH & Company KG ,White Sea,9125592,Togo,Germany,2012-05-14 00:00:00,Conti Reederei Management GmbH & Company Konzeptions KG ,Conti 4 Corso Schiffahrts GmbH & Company KG ms White Sea ,"Chittagong, Bangladesh",2013-04-28 00:00:00,1996,Container Ship,,,
Germany,E.R. Schiffahrt GmbH & Cie KG,E.R. Brisbane,9116357,Saint Kitts and Nevis,,,E.R. Schiffahrt GmbH & Cie KG,ms E.R. Brisbane Schiffahrtsges. mbH & Company KG ,"Chittagong, Bangladesh",2013-04-29 00:00:00,1996,Container Ship,,,
Germany,Ernst Komrowski Reederei KG,Dor,9060546,Togo,,,Komrowski Befrachtungskontor KG GmbH & Company ,ms Dorian Schiffahrstges. mbH & Company KG ,"Chittagong, Bangladesh",2013-03-27 00:00:00,1994,Container Ship,,,
Germany,Gebab Konzeptions- und Treuhandgesellschaft mbH & Company KG,Buxlagoon,9109029,Liberia ,,,Gebab Konzeptions- und Treuhandgesellschaft mbH & Company KG,Contship Containertransport-und Beteiligungsgesellschaft mbH & Company ms Italy KG ,"Chittagong, Bangladesh",2013-07-21 00:00:00,1994,Container Ship,,6698,
Germany,Gebab Konzeptions- und Treuhandgesellschaft mbH & Company KG,Buxmoon,9109017,Liberia ,,,Gebab Konzeptions- und Treuhandgesellschaft mbH & Company KG,Contship Containertransport-und Beteiligungsgesellschaft mbH & Company ms Lavagna KG ,"Chittagong, Bangladesh",2013-07-21 00:00:00,1995,Container Ship,,6774,
Germany,Martime-Gesellschaft fur Maritime Dienstleistungen mbH,Bright,9077290,Sierra Leone ,Liberia,2013-11-13 00:00:00,Martime-Gesellschaft fur Maritime Dienstleistungen mbH,ms Ming Bright Schiffahrts GmbH & Company KG ,"Chittagong, Bangladesh",2013-11-25 00:00:00,1994,Container Ship,,8898,
Germany,Martime-Gesellschaft fur Maritime Dienstleistungen mbH,Rene,9070644,Tuvalu ,Liberia,2013-08-23 00:00:00,Martime-Gesellschaft fur Maritime Dienstleistungen mbH,ms Eyrene Transcon Beteiligungsges. mbH & Company KG ,"Chittagong, Bangladesh",2013-09-06 00:00:00,1993,Container Ship,,8570,
Germany,Norddeutsche Vermogen Holding GmbH & Company ,Northern Honour,9104914,Liberia,Germany,2012-01-29 00:00:00,Norddeutsche Vermogensanlage GmbH & Company KG ,Beteiligungs KG ms Northern Honour Schiffahrtsgesellschaft mbh & Company ,"Chittagong, Bangladesh",2013-01-14 00:00:00,1995,Container Ship,,,
Germany,Reederei Claus-Peter Offen (GmbH & Company KG),Ismini,9046239,Tuvalu,Liberia,2013-03-10 00:00:00,Reederei Claus-Peter Offen (GmbH & Company KG),KG ms San Isidro Contrans Beteiligungsges mbH Company ,"Chittagong, Bangladesh",2013-03-19 00:00:00,1993,Container Ship,,,
Germany,Reederei Claus-Peter Offen (GmbH & Company KG),Sana,9105126,Saint Kitts and Nevis,Germany,2013-05-07 00:00:00,Reederei Claus-Peter Offen (GmbH & Company KG),KS ms Santa Ana Offen Reederei GmbH & Company ,"Chittagong, Bangladesh",2013-05-27 00:00:00,1995,Container Ship,,14788,
Germany,Reederei Claus-Peter Offen (GmbH & Company KG),Santa Barbara,9006502,Liberia ,,,Reederei Claus-Peter Offen (GmbH & Company KG),ms Santa Barbara Beteiligungsgesellschaft mbH & Company KG. ,"Chittagong, Bangladesh",2013-05-02 00:00:00,1991,Container Ship,,,
Germany,Reederei Claus-Peter Offen (GmbH & Company KG),Sele,9113616,Saint Kitts and Nevis,Liberia,2013-05-07 00:00:00,Reederei Claus-Peter Offen (GmbH & Company KG),KG ms Santa Elena Offen Reederei GmbH & Company ,"Chittagong, Bangladesh",2013-06-01 00:00:00,1995,Container Ship,,14788,
Germany,Leonhardt & Blumberg Group ,Branden,9236236,Saint Kitts and Nevis,Liberia,2013-12-04 00:00:00,Leonhardt & Blumberg Schiffahrtsges. mbH & Company ,Hansa Brandenburg Shipping Corporation ,"Gadani, Pakistan",2013-12-10 00:00:00,2003,Container Ship,,,
Germany,Doehle Danautic India Private Limited,KMA,7913177,Tuvalu,Panama,2013-02-13 00:00:00,Doehle Danautic India Private Limited,Maritime Ventures Fund Limited ,"Kolkata, India",2013-02-26 00:00:00,1980,Container Ship,,,
Germany,Bernhard Schulte Group of Companies,MCC Melaka,9123532,Liberia ,,,Bernhard Schulte Shipmanagement (Deutschland) & Company KG ,ms Helen Schulte Schifffahrtsgesellschaft mbH & Company KG ,"Mumbai, India",2013-05-09 00:00:00,1997,Container Ship,,,
Germany,Hansa Mare Reederei GmbH & Company KG,Hammonia Balticum,8910108,Antigua and Barbuda ,,,Hansa Mare Reederei GmbH & Company KG,ms Mare Balticum Schiffahrtsges. mbH & Company KG ,"Mumbai, India",2013-08-26 00:00:00,1993,Container Ship,,,
Germany,Reederei Gebruder Winter GmbH & Company KG,Courier,9101481,Antigua and Barbuda,,,Reederei Gebruder Winter GmbH & Company KG,ms Courier Gebr. Winter Bereederungsges mbH & Company KG ,"Mumbai, India",2013-01-31 00:00:00,1995,Container Ship,,,
Germany,Conti Holding GmbH & Company KG,Conti Sydney,8908167,Liberia ,,,Conti Reederei Management GmbH & Company Konzeptions KG ,Conti Cristallo Schiffahrts-Gmbh & Company KG ms Conti Sydney ,"Xinhui, China",2013-03-14 00:00:00,1990,Container Ship,,,
Germany,NSC Holding GmbH & Cie KG,Sunset Bay,9134579,Liberia ,,,NSC Schifffahrtsgesellschaft mbH & Cie. KG ,FHH Fonds Nr. 27 ms Silver Bay-ms Sunset Bay GmbH & Company Containerschiff KG ,"Xinhui, China",2013-02-19 00:00:00,1998,Container Ship,,,
Germany,Thien & Heyenga Bereederungs- und Befrachtungsgesellschaft mbH,Stadt Hamburg,9147198,Antigua and Barbuda ,,,Thien & Heyenga Bereederungs- und Befrachtungsgesellschaft mbH,ms Stadt Hamburg Schiffahrts GmbH & Company KG ,"Xinhui, China",2013-03-25 00:00:00,1998,Container Ship,,,
Germany,Leonhardt & Blumberg Group ,Hansa Bergen,9128477,Germany ,,,Leonhardt & Blumberg Reederei GmbH & Company KG ,Schiffahrts-Gesellschaft Hansa Bergen mbH & Company ,"Zhangjiagang, China",2013-05-04 00:00:00,1997,Container Ship,,,
Germany,Leonhardt & Blumberg Group,Hansa London,9048976,Liberia ,,,Leonhardt & Blumberg Group,Schiffahrts-Gesellschaft Hansa London mbH & Company KG ,"Zhangjiagang, China",2013-03-20 00:00:00,1992,Container Ship,,,
Greece,Costamare Incorporated,MSC Antwerp,9030723,Hong Kong ,,,Costamare Shipping Company S.A. ,West End Shipping Company Limited ,"Alang, India",2013-09-10 00:00:00,1993,Container Ship,,18776,
Greece,Costamare Incorporated ,MSC Austria,8300121,Greece,,,Costamare Shipping Company S.A. ,Guildmore Nav. S.A. ,"Alang, India",2013-04-25 00:00:00,1984,Container Ship,,,
Greece,Cyprus Maritime Company Limited,CSL Marie,9043782,Cyprus,,,Cyprus Maritime Company Limited,Kormos Shipping Company Limited ,"Alang, India",2013-03-01 00:00:00,1993,Container Ship,,17654,
Greece,Cyprus Maritime Company Limited,CSL Stefanie,9043653,Cyprus ,,,Cyprus Maritime Company Limited,Highstreet Shipping Company Limited ,"Alang, India",2013-08-09 00:00:00,1993,Container Ship,,17579,
Greece,Cyprus Sea Lines Company Limited,Alexander,9043770,Cyprus,,,Cyprus Sea Lines Company Limited,Pacific Pearl Company Limited ,"Alang, India",2013-02-12 00:00:00,1992,Container Ship,,,
Greece,Danaos Corporation,Elbe,9001045,Greece ,,,Danaos Shipping Company Limited ,Lacey Navigation Incorporated ,"Alang, India",2013-06-13 00:00:00,1991,Container Ship,,12907,459
Greece,Danaos Corporation ,Honour,8718122,Cyprus,,,Danaos Shipping Company Limited ,Sea Senator Shipping Limited ,"Alang, India",2013-05-14 00:00:00,1989,Container Ship,,19861,
Greece,Danaos Corporation ,Hope,8718110,Cyprus ,,,Danaos Shipping Company Limited ,Seacaravel Shipping Limited ,"Alang, India",2013-10-06 00:00:00,1989,Container Ship,,19861,408
Greece,Danaos Corporation,Independence,8608585,Cyprus ,,,Danaos Shipping Company Limited ,Independence Nav. Incorporated ,"Alang, India",2013-02-14 00:00:00,1986,Container Ship,,15361,
Greece,Danaos Corporation,Kalamata,8913679,Greece ,,,Danaos Shipping Company Limited ,Geoffrey Shipping Company ,"Alang, India",2013-10-23 00:00:00,1991,Container Ship,,12908,435
Greece,Danaos Corporation,Komodo,9001033,Greece ,,,Danaos Shipping Company Limited ,Appleton Nav. S.A. ,"Alang, India",2013-11-17 00:00:00,1991,Container Ship,,12950,
Greece,Danaos Corporation,Lotus,8705486,Malta ,,,Danaos Shipping Company Limited ,Victory Shipholding Incorporated ,"Alang, India",2013-12-05 00:00:00,1988,Container Ship,,15339,453
Greece,Danaos Shipping Company Limited,Henry,8601410,Malta,,,Danaos Shipping Company Limited ,Tyron Enterprises S.A. ,"Alang, India",2013-03-01 00:00:00,1986,Container Ship,,,
Greece,Danaos Shipping Company Limited,Pride,8707355,Greece,,,Danaos Shipping Company Limited ,Saratoga Shipping Company Limited & Saratoga Trading S.A. ,"Alang, India",2013-03-29 00:00:00,1988,Container Ship,,,
Greece,Diana Containerships Incorporated,Madrid,8808628,Marshall Islands,,,Diana Shipping Services S.A. ,Ralik Shipping Company Incorporated ,"Alang, India",2013-05-10 00:00:00,1989,Container Ship,,19441,
Greece,Diana Shipping Incorporated,Malacca,8904123,Marshall Islands ,,,Diana Shipping Services S.A. ,Mili Shipping Company Incorporated ,"Alang, India",2013-06-11 00:00:00,1990,Container Ship,,,
Greece,Diana Shipping Incorporated,Merlion,8904111,Marshall Islands ,,,Diana Shipping Services S.A. ,Ebon Shipping Company Incorporated ,"Alang, India",2013-06-08 00:00:00,1990,Container Ship,,,
Greece,Dragnis Group,MSC Scotland,8913461,Liberia,,,Goldenport Shipmanagement Limited ,Alvey Marine Inc ,"Alang, India",2013-05-14 00:00:00,1992,Container Ship,,14485,
Greece,Tsakos Shipping and Trading S.A.,Irenes Dream,8913693,Cyprus,,,Tsakos Shipping and Trading S.A.,Sinori Marine Company Limited ,"Alang, India",2013-01-16 00:00:00,1991,Container Ship,,,
Greece,Victoria Oceanway Limited ,Feliz L,9070010,Panama,,,Victoria Oceanway Limited ,Feliz Shipping Limited ,"Alang, India",2013-01-31 00:00:00,1993,Container Ship,,7030,
Greece,J.P. Samartzis Maritime Enterprises Company S.A.,Hanji,8913667,Sierra Leone ,Cyprus,2013-10-27 00:00:00,J.P. Samartzis Maritime Enterprises Company S.A.,Florencia Shipping Company Limited ,"Chittagong, Bangladesh",2013-11-18 00:00:00,1990,Container Ship,,12990,
Greece,J.P. Samartzis Maritime Enterprises Company S.A.,Vancouver,8820822,Saint Vincent and the Grenadines ,Cyprus,2013-10-30 00:00:00,J.P. Samartzis Maritime Enterprises Company S.A.,Marecalma Shipping Company Limited ,"Chittagong, Bangladesh",2013-11-09 00:00:00,1990,Container Ship,,12542,
Greece,Victoria Oceanway Limited,Tenora,9060261,Panama,,,Victoria Oceanway Limited,Tenora Shipping Limited,"Chittagong, Bangladesh",2013-02-14 00:00:00,1993,Container Ship,,7625,
Hong Kong,Sanasia Management Incorporated,Van Amazonas,9172569,Panama,,,Sanasia Management Incorporated,Rupert Investment Corporation ,"Chittagong, Bangladesh",2013-03-14 00:00:00,1998,Container Ship,,,
India,Seaways Shipping and Logistics Limited,Seaways Venture,8801369,India,,,Seaways Shipping and Logistics Limited,Seaways Shipping and Logistics Limited,"Chittagong, Bangladesh",2013-02-06 00:00:00,1991,Container Ship,,6648,
India,SALS Shipping Private Limited,Nolia,8208907,Sierra Leone ,Indonesia ,2013-05-12 00:00:00,SALS Shipping Private Limited,Star Matrix Limited ,"Kolkata, India",2013-09-12 00:00:00,1983,Container Ship,,,
Indonesia,P.T. Pelayaran Tempuran Emas Tbk. ,Kawa Mas,8410342,Indonesia ,,,P.T. Pelayaran Tempuran Emas Tbk. ,P.T. Pelayaran Tempuran Emas Tbk. ,"Xinhui, China",2013-09-12 00:00:00,1985,Container Ship,,4800,330
Israel,XT Management Limited,Caribbean Sea,8913459,Liberia ,,,XT Maritime Limited ,Stav Shipping Limited ,"Alang, India",2013-10-09 00:00:00,1992,Container Ship,,14650,428
Malaysia,Hubline Berhad,Hub Bintulu,8304000,Malaysia ,,,Everline Shipping Company Limited ,Everline Asia Limited ,"Alang, India",2013-05-30 00:00:00,1983,Container Ship,,4436,
Malaysia,Hubline Berhad,Saipan Skipper,8027913,Malaysia,,,Hub Shipping Sendirian Berhad ,Hub Shipping Sendirian Berhad ,"Alang, India",2013-01-30 00:00:00,1981,Container Ship,,4041,
Malaysia,Hubline Berhad,Saipan Voyager,7805837,Malaysia,,,Hub Shipping Sendirian Berhad ,Hub Shipping Sendirian Berhad ,"Alang, India",2013-02-15 00:00:00,1979,Container Ship,,,
Malaysia,Hubline Berhad,Heleconia,8300559,Malaysia ,,,Hub Shipping Sendirian Berhad ,Hub Shipping Sendirian Berhad ,"Chittagong, Bangladesh",2013-10-13 00:00:00,1983,Container Ship,,4423,
Malaysia,Malaysia Trade & Transport Company Sendirian Berhad (MTT Group),Penang,8513766,Tuvalu,Malaysia,2013-01-11 00:00:00,MTT Shipping Sendirian Berhard ,MTT Shipping Penang Sendirian Berhad ,"Chittagong, Bangladesh",2013-01-13 00:00:00,1985,Container Ship,,,
Malaysia,Marine & Offshore Solution Sendirian Berhad,PDZ Mutiara,8400969,Tuvalu,,,Marine & Offshore Solution Sendirian Berhad,Erat Marine Sendirian Berhad ,"Kolkata, India",2013-03-19 00:00:00,1984,Container Ship,,,
Monaco,Sammy Ofer Group Monaco ,MSC Venezuela,9103697,United Kingdom,,,Zodiac Maritime Agencies Limited ,Razzle Shipping Incorporated ,"Alang, India",2013-07-21 00:00:00,1996,Container Ship,,20602,
