VESSEL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,FLAG,Unnamed: 6,NAME CHANGE,OWNERSHIP,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,DESTINATION,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Smit Orca,8213885,Diving Support,835,1983,Belgium,,,Royal Boskalis Westminster N.V. ,Netherlands,Smit Vessel Management Services BV ,Smit Transport Europe B.V. ,Netherlands,Aliaga,Turkey,2017-03-01 00:00:00,,
Tern,8000977,Semi-Sub Hl Vessel,22778,1982,Curacao,,,Royal Boskalis Westminster N.V. ,Netherlands,Dockwise Shipping B.V. ,Tern B.V. ,Curacao,Aliaga,Turkey,2017-03-01 00:00:00,,
Taklift 6,7734806,Floating Crane,3297,1975,Singapore,,,Royal Boskalis Westminster N.V. ,Netherlands,Smit Singapore Private Limited ,Asian Lift Private Limited ,Singapore,Aliaga,Turkey,2017-03-01 00:00:00,,
Marlin,7360148,Fpso,54108,1977,Bahamas,,,SBM Offshore NV,Netherlands,SBM Production Contractors Inc,SBM Seatech Inc,Bahamas,Alang,India,2017-10-01 00:00:00,,
Sina,9267546,Refrigerated Cargo,18931,2004,St Kitts & Nevis,Curacao,Messina Strait,Seatrade Groningen BV,Netherlands,Seatrade Reefer Chartering NV,Messina Strait Shipping Co NV,Curacao,Alang,India,2017-08-01 00:00:00,,
Ellan,9267534,Refrigerated Cargo,18931,2003,St Kitts & Nevis,Curacao,Magellan Strait,Seatrade Groningen BV,Netherlands,Seatrade Reefer Chartering NV,Magellan Strait Shipping Co NV,Curacao,Alang,India,2017-08-01 00:00:00,,
President Hubert,8117471,Tug,1738,1982,Belgium,,,Smit Harbour Towage Belgium NV,Netherlands,Boskalis Offshore Transport,Boskalis Offshore Transport,Belgium,s-Gravendeel,Netherlands,2017-12-01 00:00:00,,
Oja 1,8814158,Product Tanker,18625,1988,Palau,,Zoja 1,Ship & Shore Services Limited ,Nigeria,Ship & Shore Services Limited ,Craignish Limited ,British Virgin Islands,Alang,India,2017-04-01 00:00:00,,
Oja II,8819108,Product Tanker,18625,1989,Palau,,Zoja II,Ship & Shore Services Limited ,Nigeria,Ship & Shore Services Limited ,Sarco Petroleum & Gas Limited ,Nigeria,Alang,India,2017-04-01 00:00:00,,
Ocean Sprite,7402544,Stand-By Safety Vessel,1499,1975,Bahamas,,,Aegopodium AS,Norway,Ocean Response Management Ltd,Atlantic Offshore Scotland Ltd,United Kingdom,Grenaa,Denmark,2017-08-01 00:00:00,,
Ocean Swan,8201519,Supply Ship (O.R.S.V.),1171,1983,United Kingdom,,,Aegopodium AS,Norway,Ocean Response Management Ltd,Atlantic Offshore Scotland Ltd,United Kingdom,Grenaa,Denmark,2017-08-01 00:00:00,,
B Gas Linda,9034511,Liquefied Gas Tanker,2223,1992,Malta,,Sigas Linda,B-Gas Ltd,Norway,B-Gas A/S,B-Gas Ltd,Cyprus,Aliaga,Turkey,2017-09-01 00:00:00,,
B Gas Lotta,9034523,Liquefied Gas Tanker,2223,1992,Unknown,Malta,,B-Gas Ltd,Norway,B-Gas A/S,B-Gas Ltd,Cyprus,Esbjerg,Denmark,2017-11-01 00:00:00,,
Kryssholm,7503582,General Cargo,1075,1975,Norway,,,Bio Feeder AS ,Norway,Bio Feeder AS ,Bio Feeder AS ,Norway,Esbjerg,Denmark,2017-02-01 00:00:00,,
Stig Halle,6710839,General Cargo,522,1967,Norway,,,Biotral AS,Norway,Biotral AS,Biotral AS,Norway,Unknown,Iceland,2017-11-01 00:00:00,,
Biosea,6828806,General Cargo,639,1968,Norway,,,Biotral AS,Norway,Biotral AS,Biotral AS,Norway,Unknown,Iceland,2017-11-01 00:00:00,,
Green Magnific,9011492,Reefer,5103,1992,Bahamas,,,Caiano AS ,Norway,Caiano Shipping III AS ,Green Shipping AS ,Norway,Alang,India,2017-05-01 00:00:00,,
City Of Tokyo,8709145,Vehicle Carrier,42247,1987,Panama,,,Fearnley Finans ASA ,Norway,Fearnley Finans Management AS ,Cedar Car Carrier AS ,Norway,Chittagong,Bangladesh,2017-01-01 00:00:00,,
Borgholm Dolphin,8758093,"Platform, Semi-Submersible",14957,1975,Bermuda,,Rig 82,Fred Olsen & Co,Norway,Dolphin Drilling Ltd,Borgholm Dolphin Pte Ltd,Singapore,Aliaga,Turkey,2017-07-01 00:00:00,,
Borgsten Dolphin,8750546,"Platform, Semi-Submersible",11422,1975,Bermuda,,,Fred Olsen & Co,Norway,Dolphin Drilling Ltd,Borgsten Dolphin Pte Ltd,Singapore,Aliaga,Turkey,2017-09-01 00:00:00,,
Boston,9111620,Tanker,57456,1996,Comoros,Singapore,Eagle Boston,Global Skipsholding 2 AS,Norway,Norstar Shipping Asia Pte Ltd,GSH2 Aframax Tanker II AS,Norway,Chittagong,Bangladesh,2017-08-01 00:00:00,,
Hoegh Triton,8608080,Vehicle Carrier,52422,1988,Norway,,,Hoegh Autoliners Management AS ,Norway,Hoegh Autoliners Management AS ,Hoegh Autoliners Shipping AS ,Norway,Xinhui,China,2017-05-01 00:00:00,,
Catherine,8714994,Shuttle Tanker,77389,1992,Palau,Norway,Catherine Knutsen,Knutsen OAS Shipping AS,Norway,Canship Ugland Ltd,Knutsen Boyelaster IX,Norway,Alang,India,2017-07-01 00:00:00,,
Iceland Cement,7638349,Bulk Cement Carrier,2865,1978,Bahamas,,,Kristian Gerhard Jebsen Skipsrederi AS ,Norway,KGJS Cement AS ,KGJS Cement AS ,Norway,Aliaga,Turkey,2017-01-01 00:00:00,,
Sks Tugela,9133460,Combined Chemical And Oil Tanker,63515,1997,Bahamas,,,Kristian Gerhard Jebsen Skipsrederi AS ,Norway,SKS Obo Shipping Limited ,SKS Shipowning I AS ,Norway,Alang,India,2017-06-01 00:00:00,,
Trans Bay,9086071,Bulk Carrier,37550,1996,Cook Islands,Marshall Islands,,Ness Risan & Partners AS,Norway,Arka Global Marine Services,Bulk Transloading AS,Norway,Chittagong,Bangladesh,2017-10-01 00:00:00,,
Rt Dagr,9176682,Fully Cellular Containership,16211,1998,Madeira,,,OSM Group AS ,Norway,OSM Shipping GmbH & Company KG ,RT Dagr Limited ,Germany,Alang,India,2017-02-01 00:00:00,,
Figaro,9107045,Bulk Carrier,13695,1995,Unknown,,Free Goddess,Pareto Business Management AS,Norway,Pareto Business Management AS,Figaro Norge AS,Norway,Gadani,Pakistan,2017-09-01 00:00:00,,
Rainbow,9074755,Open Hatch Cargo Ship,25676,1994,Norway,,Sanko Rainbow,R-Bulk KS,Norway,Seven Seas Carriers AS,R-Bulk KS,Norway,Alang,India,2017-08-01 00:00:00,,
Drive Bonavista,8203189,Tug/Supply,2259,1983,Bahamas,,,Rolv Berg Drive AS ,Norway,Rolv Berg Drive AS ,Drive Bonavista A/S ,Norway,Chittagong,Bangladesh,2017-01-01 00:00:00,,
Pacific Stream,8112926,Chemical Tanker,15840,1988,Panama,,,Salhus Shipping AS ,Norway,Salhus Shipping AS ,Star Tankers Limited ,Isle of Man,Alang,India,2017-01-01 00:00:00,,
Leader 1,8906781,Seismographic Research,5798,1990,St Kitts & Nevis,Bahamas,EM Leader,Seatrans Group ,Norway,Seatrans DA ,Euro Trans Skips AS ,Norway,Alang,India,2017-03-01 00:00:00,,
Radiance,9074743,Bulk Carrier,25676,1994,Norway,,,Seven Seas Carriers A/S ,Norway,Seven Seas Carriers A/S ,R-Bulk KS ,Norway,Alang,India,2017-06-01 00:00:00,,
Stolt Hill,8819093,Combined Chemical And Oil Tanker,22620,1992,Cayman Islands,,,Stolt-Nielsens Rederi AS ,Norway,Stolt Nielsen Transportation Group Limited ,Stolt Hill B.V. ,Netherlands,Alang,India,2017-04-01 00:00:00,,
Stolt Vinland,8911657,Tanker,19034,1992,Liberia,,,Stolt-Nielsens Rederi AS ,Norway,Stolt Tankers BV,Stolt Vinland BV,Netherlands,Alang,India,2017-10-01 00:00:00,,
Thorstream,9149873,Fully Cellular Containership,16803,1998,Cyprus,,,Thor Dahl Shipping AS ,Norway,Thor Dahl Management AS ,TDSC Opportunity AS ,Norway,Alang,India,2017-03-01 00:00:00,,
Wilson Express,8119572,Refrigerated Cgo/Pallets Carr.,6182,1983,Barbados,,,Wilson ASA,Norway,Wilson EuroCarriers AS,Wilson Shipowning II AS,Norway,Aliaga,Turkey,2017-10-01 00:00:00,,
Hamra,9252034,General Cargo With Container Capacity,6714,2001,Panama,,,Government of the Sultanate of Oman ,Oman,Oman Shipping Company S.A.O.C. ,Hamra Maritime Transportation S.A. ,Oman,Chittagong,Bangladesh,2017-02-01 00:00:00,,
Fan,9235115,General Cargo With Container Capacity,6714,2000,Panama,,Fanja,Government of the Sultanate of Oman ,Oman,Oman Shipping Company S.A.O.C. ,Fanja Maritime Transportation S.A. ,Oman,Alang,India,2017-05-01 00:00:00,,
Star,9083304,Crude Oil Tanker,53829,1995,St Kitts & Nevis,Panama,Med Star,Merapi Overseas Group Incorporated ,Panama,Merapi Overseas Group Incorporated ,Merapi Overseas Group Incorporated ,Panama,Alang,India,2017-06-01 00:00:00,,
T. One,8607816,Tanker,23930,1987,Togo,Panama,Q. T. One,QT Shipping Co Inc,Panama,QT Shipping Co Inc,QT Shipping Co Inc,Panama,Chittagong,Bangladesh,2017-08-01 00:00:00,,
Papua,9158707,General Cargo,2603,1996,Palau,Papua New Guinea,Papuan Coast,Steamships Trading Company Limited ,Papua New Guinea,Steamships Trading Company Limited ,Steamships Trading Company Limited ,Papua New Guinea,Chittagong,Bangladesh,2017-06-01 00:00:00,,
Virgen Del Carmen B,9017252,Liquefied Gas Tanker,6072,1992,Panama,,,Transgas Shipping Lines ,Peru,Transgas Shipping Lines SAC,Pantor Holdings SA,Panama,Alang,India,2017-11-01 00:00:00,,
Don Alfredo Sr 2,9015682,General Cargo,2815,1993,Philippines,,,Gothong Southern Shpg Lines,Philippines,Gothong Southern Shpg Lines,Gothong Southern Shpg Lines,Philippines,Unknown,Philippinnes,2017-11-01 00:00:00,,
Almohandi 1,8811792,Bulk Carrier,38022,1990,Qatar,,Markela I,Al Faihan Construction Company ,Qatar,Al Faihan Construction Company ,Al Faihan Construction Company ,Qatar,Gadani,Pakistan,2017-07-01 00:00:00,,
Kbm,8016108,Supply Ship (O.R.S.V.),1948,1982,St Kitts & Nevis,,,KBM Marine Service WLL,Qatar,Sea & Vessel Offshore Marine,AFE Offshore & Marine Services,St Kitts & Nevis,Mumbai,India,2017-12-01 00:00:00,,
Khattaf-1,8402876,Support,3015,1985,Comoros,Qatar,Khattaf,Qatar Navigation Q.P.S.C. (Milaha) ,Qatar,Halul Offshore Services Company W.L.L. ,Halul Offshore Services Company W.L.L. ,Qatar,Alang,India,2017-06-01 00:00:00,,
Halul I,8128262,Supply Ship (O.R.S.V.),764,1982,Comoros,Qatar,,Qatar Shipping Co WLL,Qatar,Halul Offshore Services Co WLL,Halul Offshore Services Co WLL,Qatar,Alang,India,2017-11-01 00:00:00,,
Maria II,8618968,Bulk Carrier,23578,1990,Panama,,,Arados Shipping Company S.r.l. ,Romania,Arados Shipping Company S.r.l. ,Mediteraneean Maritime Company S.A. ,Panama,Gadani,Pakistan,2017-03-01 00:00:00,,
Wan Li,8508723,Bulk Carrier,16344,1987,Palau,,,Arados Shipping Company S.r.l. ,Romania,Arados Shipping Company S.r.l. ,Rama H. Shipping Limited ,Marshall Islands,Chittagong,Bangladesh,2017-06-01 00:00:00,,
Damas,7129776,General Cargo With Container Capacity,3139,1972,Moldova,,,Inter-Safety Management SRL ,Romania,Inter-Safety Management SRL ,Yoska Management Limited ,Marshall Islands,Alang,India,2017-01-01 00:00:00,,
Sj African,8014954,Bulk Carrier,6509,1981,Togo,,,Johar Group of Companies ,Romania,Bia Shipping Company S.r.l. ,Ayan Navigation Limited ,Marshall Islands,Alang,India,2017-04-01 00:00:00,,
Sea Star,7703247,General Cargo With Container Capacity,4168,1978,Sierra Leone,,,Johar Group of Companies ,Romania,Bia Shipping Company S.r.l. ,Ayan Navigation Limited ,Marshall Islands,Alang,India,2017-02-01 00:00:00,,
Falcon,7409401,Pipe Layer,10472,1976,St Kitts & Nevis,Panama,GSP Falcon,S.C. Grup Servicii Petroliere S.A. ,Romania,S.C. Grup Servicii Petroliere S.A. ,GSP Falcon Limited ,Malta,Alang,India,2017-05-01 00:00:00,,
Asirat,9044918,Bulk Carrier,16145,1992,Moldova,,,SC Tomini Trading S.r.l. ,Romania,SC Tomini Trading S.r.l. ,National Transport Company ,Liberia,Aliaga,Turkey,2017-05-01 00:00:00,,
Krasnoye Sormovo,7741081,General Cargo,2478,1979,Russia,,,Amur Shipping Joint Stock Company ,Russia,Amur Shipping Joint Stock Company ,Amur Shipping Joint Stock Company ,Russia,Jiangyin,China,2017-02-01 00:00:00,,
Atlantic Navigator,8902292,Roll On Roll Off,16075,1993,Malta,,,Baltic Mercur Joint Stock Company ,Russia,Baltic Mercur Joint Stock Company ,Atlantic Energy Navigation Limited ,Malta,Chittagong,Bangladesh,2017-01-01 00:00:00,,
Atlantic Runner,8902307,Roll On Roll Off,16077,1992,Malta,,,Baltic Mercur Joint Stock Company ,Russia,Baltic Mercur Joint Stock Company ,Atlantic Runner Nav. Limited ,Malta,Alang,India,2017-04-01 00:00:00,,
Venie,9005364,Tug/Supply,2335,1992,Russia,,,FEMCO-Management Limited ,Russia,FEMCO-Management Limited ,Management 2 Shipping Company Limited ,Liberia,Jiangyin,China,2017-04-01 00:00:00,,
Kapitan Kuznetsov,8228074,Fishing,2424,1984,Russia,,,Fishing Farm Kolkhoz Oktyabr ,Russia,Fishing Farm Kolkhoz Oktyabr ,Fishing Farm Kolkhoz Oktyabr ,Russia,Chittagong,Bangladesh,2017-05-01 00:00:00,,
Brin-Navolok,8867246,General Cargo ,1861,1986,Russia,,,Joint Stock Company Belomor Freight Company ,Russia,Joint Stock Company Belomor Freight Company ,Arktika Leasing Company Limited ,Russia,Aliaga,Turkey,2017-06-01 00:00:00,,
Baykovsk,7832713,Fish Factory,4347,1980,Russia,,,Joint Stock Company Okeanrybflot ,Russia,Joint Stock Company Okeanrybflot ,Joint Stock Company Okeanrybflot ,Russia,Vladivostok,Russia,2017-03-01 00:00:00,,
Victor Chertkov,8502066,General Cargo,6395,1991,Russia,,,Kamchatka Shipping Co Ltd,Russia,Kamchatka Shipping Co Ltd,Kamchatka Shipping Co Ltd,Russia,Chittagong,Bangladesh,2017-11-01 00:00:00,,
Nefterudovoz-54M,8726193,Combined Ore And Oil Carrier,2615,1986,Russia,,,Metship Limited ,Russia,Metship Limited ,Metship Limited ,Russia,Aliaga,Turkey,2017-05-01 00:00:00,,
Kapitan Pershin,8025898,Tanker,5084,1982,Russia,,,MurmanRefFlot Co Ltd,Russia,MurmanRefFlot Co Ltd,MurmanRefFlot Co Ltd,Russia,Aliaga,Turkey,2017-08-01 00:00:00,,
Pavel Vavilov,8131893,Bulk Carrier,16253,1981,Russia,,,Murmansk Shipping Co,Russia,Murmansk Shipping Co,Murmansk Shipping Co,Russia,Alang,India,2017-07-01 00:00:00,,
Mikhail Kutuzov,7721249,Bulk Carrier,16257,1979,Russia,,,Murmansk Shipping Co,Russia,Murmansk Shipping Co,Murmansk Shipping Co,Russia,Gadani,Pakistan,2017-12-01 00:00:00,,
Kapitan Sviridov,8218706,Bulk Carrier With Container Capacity,16253,1982,Russia,,,Murmansk Shipping Co,Russia,Murmansk Shipping Co,Murmansk Shipping Co,Russia,Gadani,Pakistan,2017-04-01 00:00:00,,
Yesaul,8230259,General Cargo,2516,1973,Russia,,,Navigator Shipping Co-Rostov,Russia,Navigator Shipping Co-Rostov,Navigator Shipping Co-Rostov,Russia,Sevastopol,Ukraine,2017-12-01 00:00:00,,
Allaiha,8310968,Roro Cargo,4998,1984,Russia,,,Navis Argo LLC,Russia,Navis Shipping LLC,Navis Argo LLC,Russia,Zhangjiagang,China,2017-09-01 00:00:00,,
Ivan Ryabov,7942348,General Cargo,5370,1979,Russia,,,Northern Shipping Co,Russia,Northern Shipping Co,Northern Shipping Co,Russia,Aliaga,Turkey,2017-12-01 00:00:00,,
Sormovskiy 54,7740764,General Cargo With Container Capacity,2466,1978,Palau,,,Pontus Nav. Limited ,Russia,Pontus Nav. Limited ,Yucatan Shipping Company Limited ,Malta,Aliaga,Turkey,2017-03-01 00:00:00,,
Vulkan Ksudach,7391288,Factory Fishing,3072,1974,Russia,,Claymore Sea,Roliz JSC,Russia,Roliz JSC,Roliz JSC,Russia,Aliaga,Turkey,2017-07-01 00:00:00,,
Anatoliy Torchinov,7943201,General Cargo,5590,1981,Palau,,,Sakhalin Shipping Co SASCO,Russia,Sakhalin Shipping Co SASCO,Sakhalin Shipping Co SASCO,Russia,Jingjiang,China,2017-07-01 00:00:00,,
Gornozavodsk,8900971,General Cargo,3936,1991,Togo,Russia,,Sakhalin Shipping Co SASCO,Russia,Sakhalin Shipping Co SASCO,Sakhalin Shipping Co SASCO,Russia,Chittagong,Bangladesh,2017-10-01 00:00:00,,
Viktoria,8035130,Fish Factory,734,1982,Russia,,,Sigma Marine Technology Company Limited ,Russia,Sigma Marine Technology Company Limited ,Sigma Marine Technology Company Limited ,Russia,Busan,Korea (South),2017-03-01 00:00:00,,
Amerlog,7607352,Fishing,1438,1977,Russia,,,Sogra Fishing Co Ltd,Russia,Sogra Fishing Co Ltd,Sogra Fishing Co Ltd,Russia,Jiangyin,China,2017-12-01 00:00:00,,
Pacific Breeze,8617926,Reefer,10366,1990,Marshall Islands,,,Solid Shipping Limited ,Russia,Solid Shipping Limited ,Kosi Bay Shipping Limited ,Marshall Islands,Alang,India,2017-06-01 00:00:00,,
Al Mukhtarah,9009229,Tanker,52157,1992,Saudi Arabia,,,Bakri Bunker Trading Co Ltd,Saudi Arabia,Bihar International Co Ltd,Bihar International Co Ltd,Saudi Arabia,Chittagong,Bangladesh,2017-11-01 00:00:00,,
Cavendish Sea,7802811,Anchor Handling Tug/Supply,967,1978,Panama,,,Ace Ship Recycling Private Limited ,Singapore,Ace Ship Recycling Private Limited ,Ace Ship Recycling Private Limited ,Singapore,Alang,India,2017-05-01 00:00:00,,
Lake Hill 7,8028955,Refrigerated Cargo,3363,1981,Panama,,Lake Hill,Asian Star Marine Pte Ltd,Singapore,Sein Shipping Co Ltd,Lake Hill Marine SA,Panama,Chittagong,Bangladesh,2017-06-01 00:00:00,,
Energi 1,8792116,"Platform, Jack-Up (Self-Elev.)",3535,1976,Panama,,,Compass Energy Pte Ltd,Singapore,Compass Energy Pte Ltd,LGT Shipping Pte Ltd,Singapore,Chittagong,Bangladesh,2017-10-01 00:00:00,,
Kosta,9071210,Fully Cellular Containership,17125,1994,Comoros,Liberia,Mogok Star,Continental Investment Holdings (CIH) ,Singapore,Continental Shipping Line Private Limited ,Mogok Star Private Limited ,Liberia,Chittagong,Bangladesh,2017-04-01 00:00:00,,
Paddy,9081007,Fully Cellular Containership,14968,1994,Palau,Liberia,Irrawaddy Star,Continental Investment Holdings (CIH) ,Singapore,Continental Shipping Line Private Limited ,Irrawaddy Star Private Limited ,Liberia,Alang,India,2017-05-01 00:00:00,,
Dawn,9072109,Fully Cellular Containership,11063,1994,Palau,Liberia,Dawei Star,Continental Investment Holdings (CIH) ,Singapore,Continental Shipping Line Private Limited ,Dawei Star Private Limited ,Liberia,Gadani,Pakistan,2017-05-01 00:00:00,,
Dalai,9118501,Fully Cellular Containership,9605,1996,Palau,Liberia,Mandalay Star,Continental Investment Holdings (CIH) ,Singapore,Continental Shipping Line Private Limited ,Golden Prosperity Private Limited ,Liberia,Chittagong,Bangladesh,2017-05-01 00:00:00,,
Jango,8910093,Fully Cellular Containership,9606,1994,Palau,Liberia,Yangon Star,Continental Investment Holdings (CIH) ,Singapore,Continental Shipping Line Private Limited ,Golden Prosperity Private Limited ,Liberia,Chittagong,Bangladesh,2017-06-01 00:00:00,,
A-Star,9101819,Fully Cellular Containership,9590,1995,Palau,Liberia,Taung Gyi Star,Continental Investment Holdings (CIH) ,Singapore,Continental Shipping Line Private Limited ,Taung Gyi Star Private Limited ,Liberia,Chittagong,Bangladesh,2017-06-01 00:00:00,,
Lea,9117193,Container Ship,9650,1996,Palau,Liberia,Inle Star,Continental Investment Holdings (CIH) ,Singapore,Continental Shipping Line Pte,Continental Star Line Pte Ltd,Liberia,Alang,India,2017-07-01 00:00:00,,
Wave,9101510,Container Ship,14936,1995,Liberia,,Innwa Star,Continental Investment Holdings (CIH) ,Singapore,Regional Container Lines PCL,Innwa Star Pte Ltd,Liberia,Gadani,Pakistan,2017-08-01 00:00:00,,
Anya,9101508,Container Ship,14936,1995,Palau,Liberia,Pinya Star,Continental Investment Holdings (CIH) ,Singapore,Continental Shipping Line Pte,Pinya Star Pte Ltd,Liberia,Gadani,Pakistan,2017-09-01 00:00:00,,
Crystal Orca I,8764353,Drilling Pontoon,10014,1999,St Kitts & Nevis,Liberia,Ensco 1,Crystal Offshore Pte Ltd,Singapore,Crystal Offshore Pte Ltd,Oil Gate Services FZE,Liberia,Chittagong,Bangladesh,2017-07-01 00:00:00,,
Glen,7611482,Drill Ship,6740,1976,Singapore,,Glen Affric,KCA Deutag Tender Barges Private Limited ,Singapore,KCA Deutag Tender Barges Private Limited ,KCA Deutag Tender Barges Private Limited ,Singapore,Alang,India,2017-05-01 00:00:00,,
Grace Pioneer,8301606,Product Tanker,2376,1983,Singapore,,,Megaports Agencies Private Limited ,Singapore,Megaports Agencies Private Limited ,Sinbulk Services Private Limited ,Singapore,Chittagong,Bangladesh,2017-04-01 00:00:00,,
Gale,9139713,Fully Cellular Containership,65475,1997,Comoros,United States of America,APL Agate,Neptune Orient Lines Limited (NOL) ,Singapore,APL Limited ,APL (Bermuda) Limited ,Bermuda,Alang,India,2017-01-01 00:00:00,,
Raly,9139749,Container Ship,65475,1998,Comoros,Malta,,Neptune Orient Lines Ltd,Singapore,APL LLC,NOL Liner Pte Ltd,Singapore,Alang,India,2017-10-01 00:00:00,,
Energy,8415586,Seismographic Research,2281,1984,Panama,,Nordic Energy,Nordic Maritime Private Limited ,Singapore,Nordic Maritime Private Limited ,Nordic Maritime Private Limited ,Singapore,Chittagong,Bangladesh,2017-05-01 00:00:00,,
Pw L-1501,8839627,Sheerlegs Pontoon,5709,1978,Kiribati,,,Pacific Carriers Ltd,Singapore,Pacific Workboats Pte Ltd,Pacific Workboats Pte Ltd,Singapore,Chittagong,Bangladesh,2017-12-01 00:00:00,,
Selatan Datang,9182679,General Cargo,2509,1997,Indonesia,,,Pacific International Lines,Singapore,Pacific International Lines,Samudera Selatan,Indonesia,Chittagong,Bangladesh,2017-11-01 00:00:00,,
Excellent Diver,7623916,Supply,2078,1980,Belize,,,Swift Ship Management Private Limited ,Singapore,Swift Ship Management Private Limited ,Swift Ship Management Private Limited ,Singapore,Alang,India,2017-12-01 00:00:00,,
Volans,6512122,Utility Vessel,540,1965,Belize,,,Trinity Offshore Pte Ltd,Singapore,Trinity Offshore Pte Ltd,Standard Union Ltd,Bahamas,Chittagong,Bangladesh,2017-11-01 00:00:00,,
Borneo Pioneer,8800212,Tanker,9812,1988,Tuvalu,,Asuka Road,Wilmar Ship Holdings Pte Ltd,Singapore,Raffles Shipmanagement Serv,Celina Shipping Co Pte Ltd,Singapore,Chittagong,Bangladesh,2017-09-01 00:00:00,,
Theresa Padang,8618877,Tanker,18453,1990,Tuvalu,,,Wilmar Ship Holdings Pte Ltd,Singapore,Raffles Shipmanagement Serv,Venus Bulk Shipping Ltd,British Virgin Islands,Alang,India,2017-12-01 00:00:00,,
V.B.Artico,7613014,Salvage Tug,978,1976,Panama,,,Boluda Corporacion Maritima SL ,Spain,Boluda Internacional S.A. ,Boluda Internacional S.A. ,Spain,Aliaga,Turkey,2017-05-01 00:00:00,,
San Fernando Rey,9065699,General Cargo With Container Capacity,10069,1999,Isle of Man,,,C Trans Maritime Services SL,Spain,Unknown owners,CTrans Maritime Services SL ,Spain,Chittagong,Bangladesh,2017-05-01 00:00:00,,
Tabernacle Grace,8401004,Bulk Carrier,15473,1985,Sri Lanka,,Sailor,Tokyo Cement Co Lanka,Sri Lanka,Ocean Ship Management Pte Ltd,Tokyo Cement Co Lanka,Sri Lanka,Gadani,Pakistan,2017-07-01 00:00:00,,
Portland,7413751,Bulk Carrier,18602,1977,St Kitts & Nevis,,,Ahlia AG Marine Limited ,St. Kitts-Nevis,Ahlia AG Marine Limited ,Al Ahlia Marine Company Limited ,St Kitts & Nevis,Gadani,Pakistan,2017-02-01 00:00:00,,
Bridge,8406767,Liquefied Petroleum Gas Carrier,6841,1986,Mongolia,,,Moonlight Energy Company ,St. Kitts-Nevis,Moonlight Energy Company ,Moonlight Energy Company ,St Kitts & Nevis,Alang,India,2017-03-01 00:00:00,,
Hansa Lubeck,8909068,Refrigerated Cargo,10842,1990,Barbados,,,Holy House Shipping AB,Sweden,Cool Carriers AB,Happy Banana Ltd,Cayman Islands,Alang,India,2017-07-01 00:00:00,,
Hansa Bremen,8802088,Refrigerated Cargo,10842,1989,Barbados,,,Holy House Shipping AB,Sweden,Cool Carriers AB,Snow Crystal Shipping Ltd,Cayman Islands,Alang,India,2017-08-01 00:00:00,,
Lona,7234753,General Cargo,1861,1972,St Vincent & The Grenadines,,,Lupin Shipping Ltd,Sweden,Lupin Shipping Ltd,Lupin Shipping Ltd,Sweden,Grenaa,Denmark,2017-08-01 00:00:00,,
Landia,6918821,General Cargo,1208,1969,St Vincent & The Grenadines,,,Lupin Shipping Ltd,Sweden,Lupin Shipping Ltd,Lupin Shipping Ltd,Sweden,Grenaa,Denmark,2017-09-01 00:00:00,,
Lamaro,7204849,General Cargo,1282,1972,St Vincent & The Grenadines,,,Lupin Shipping Ltd,Sweden,Lupin Shipping Ltd,Lupin Shipping Ltd,Sweden,Grenaa,Denmark,2017-09-01 00:00:00,,
Laguna,7615000,General Cargo,1689,1977,St Vincent & The Grenadines,,,Lupin Shipping Ltd,Sweden,Lupin Shipping Ltd,Lupin Shipping Ltd,Sweden,Grenaa,Denmark,2017-11-01 00:00:00,,
Sterno,7035420,General Cargo With Container Capacity,1300,1970,Sweden,,,Rederi AB Mattsson ,Sweden,Reederi A/B Uman ,Fiducia Rederi AB ,Sweden,Frederiksvaerk,Denmark,2017-04-01 00:00:00,,
Stoc-I,8316845,Tanker,12926,1984,Togo,,Persia,Stoc Holding AB,Sweden,Stoc Tankers AB,Lanautique Shipping Co Ltd,Cyprus,Chittagong,Bangladesh,2017-08-01 00:00:00,,
Otto,9203461,Fully Cellular Containership,20624,1999,Liberia,,,Doris Maritime Services S.A. ,Switzerland,Doris Maritime Services S.A. ,Wholly Excellent Investments Limited ,Liberia,Chittagong,Bangladesh,2017-06-01 00:00:00,,
Oasis,7214715,Passenger (Cruise),24492,1973,St Kitts & Nevis,Bahamas,Oasia,FleetPro Passenger Ship Management AG ,Switzerland,FleetPro Ocean Incorporated ,Millennium View Limited ,British Virgin Islands,Alang,India,2017-04-01 00:00:00,,
Pirita,8908832,Bulk Carrier,11542,1994,Antigua & Barbuda,,,Lumar S.A. ,Switzerland,Lumar S.A. ,Pirita Shipholding Company ,Switzerland,Chittagong,Bangladesh,2017-06-01 00:00:00,,
Msc Noa,8419702,Fully Cellular Containership,35953,1986,Panama,,,Mediterranean Shipping Company (MSC) SA ,Switzerland,Mediterranean Shipping Company (MSC) SA ,Rhexia Holdings Incorporated ,Panama,Alang,India,2017-03-01 00:00:00,,
Msc Antonia,8408832,Bulk Carrier With Container Capacity,22667,1985,Panama,,,Mediterranean Shipping Company (MSC) SA ,Switzerland,Mediterranean Shipping Company (MSC) SA ,Rinapia Enterprises Incorporated ,Panama,Alang,India,2017-03-01 00:00:00,,
